"year","SSB","SSB_sd","Recruit","Recruit_sd","SPR","SPR_sd","F","F_sd","Depletion","Depletion_sd","lifehistory","iteration","Rest","SigmaR","Fscen","Lyears","Nsamp","Rich","SSBmsy","MSY","Fmsy","max_grad","LN_R0","Selex_peak","Selex_shape","SSB0"
16,85528.1,296.175,21976.5,228.617,0.9539551,0.000129096,0.00247898,8.68804e-06,0.979597,0.000739694,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
17,85368.2,298.037,21972,228.405,0.9518451,0.000136183,0.00259655,9.15092e-06,0.977764,0.000831336,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
18,85205,299.87,21967.4,228.196,0.9497424,0.000143243,0.00271408,9.61389e-06,0.975896,0.000914586,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
19,85039,301.598,21962.6,227.987,0.9476471,0.000150237,0.00283155,1.00756e-05,0.973994,0.000989083,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
20,84870.3,303.166,21957.8,227.781,0.9455586,0.000157136,0.00294898,1.0535e-05,0.972063,0.00105491,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
21,84699.2,304.534,21952.9,227.576,0.9434776,0.000163915,0.00306635,1.0991e-05,0.970103,0.00111243,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
22,84525.9,305.68,21947.9,227.371,0.9414035,0.000170555,0.00318368,1.14427e-05,0.968117,0.00116219,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
23,84350.4,306.591,21942.8,227.165,0.9393366,0.000177041,0.00330096,1.18895e-05,0.966108,0.00120481,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
24,84173.1,307.265,21937.7,226.957,0.9372766,0.000183362,0.00341818,1.23307e-05,0.964077,0.00124094,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
25,83994.1,307.707,21932.5,226.749,0.9352236,0.000189511,0.00353536,1.2766e-05,0.962027,0.00127124,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
26,83813.5,307.924,21927.2,226.541,0.9352237,0.000189874,0.00353488,1.27701e-05,0.959958,0.00129633,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
27,83642.1,307.927,21922.2,226.336,0.857882,0.000385446,0.00826719,2.98618e-05,0.957995,0.00131677,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
28,83055.5,307.793,21905,226.022,0.790033,0.00053144,0.0129711,4.70246e-05,0.951276,0.00133442,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
29,82070.4,307.486,21875.6,225.601,0.730158,0.0006426,0.0176424,6.44236e-05,0.939993,0.00134999,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
30,80710.6,306.97,21833.9,225.073,0.677037,0.000729221,0.0222761,8.22089e-05,0.924419,0.0013645,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
31,79006.6,306.215,21780,224.44,0.629674,0.000798569,0.0268676,0.00010052,0.904902,0.00137907,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
32,76994.2,305.198,21713.5,223.701,0.587254,0.000855818,0.0314122,0.000119489,0.881853,0.0013948,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
33,74713.5,303.9,21634.4,222.857,0.549104,0.000904682,0.0359054,0.000139238,0.855731,0.00141258,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
34,72207.3,302.314,21542.5,221.91,0.514662,0.000947853,0.0403429,0.000159886,0.827027,0.0014331,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
35,69519.9,300.441,21437.5,220.86,0.483455,0.000987301,0.044721,0.000181547,0.796246,0.00145669,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
36,66695,298.292,21319.2,219.708,0.455086,0.00102448,0.0490363,0.000204333,0.763891,0.00148344,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
37,63775.1,295.884,21187.5,218.457,0.429217,0.00106049,0.0532853,0.000228353,0.730448,0.00151312,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
38,60800,293.243,21042.2,217.109,0.405559,0.00109614,0.0574656,0.000253717,0.696373,0.00154533,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
39,57806.3,290.399,20883.2,215.669,0.383864,0.00113205,0.0615744,0.000280534,0.662085,0.0015795,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
40,54826.6,287.39,20710.5,214.139,0.363918,0.00116872,0.0656096,0.000308918,0.627956,0.00161502,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
41,51889,284.253,20524.1,212.528,0.345536,0.00120652,0.0695697,0.000338989,0.594311,0.0016513,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
42,49017.6,281.032,20324.1,210.842,0.328557,0.00124576,0.0734535,0.000370877,0.561423,0.00168777,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
43,46231.9,277.771,20110.7,209.091,0.312839,0.00128668,0.0772603,0.000404723,0.529518,0.001724,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
44,43547.4,274.516,19884.3,207.288,0.29826,0.00132951,0.0809898,0.000440687,0.49877,0.00175966,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
45,40975.6,271.312,19645.1,205.445,0.284711,0.00137446,0.0846426,0.000478955,0.469314,0.00179457,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
46,38524.4,268.206,19393.9,203.579,0.272096,0.00142173,0.0882196,0.000519738,0.441239,0.00182868,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
47,36198.7,265.243,19131.1,201.708,0.26033,0.00147154,0.0917223,0.000563285,0.414602,0.00186205,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
48,34000.6,262.469,18857.4,199.854,0.249338,0.00152415,0.0951525,0.000609884,0.389426,0.00189489,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
49,31929.9,259.928,18573.7,198.039,0.239051,0.00157984,0.0985127,0.000659877,0.365709,0.00192746,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
50,29984.5,257.663,18280.7,196.292,0.229412,0.00163895,0.101805,0.000713657,0.343428,0.00196015,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
51,28160.9,255.714,17979.2,194.642,0.220366,0.00170188,0.105033,0.000771685,0.322541,0.00199337,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
52,26454.2,254.123,17670.1,193.123,0.211863,0.00176909,0.1082,0.000834492,0.302993,0.00202759,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
53,24859,252.927,17354.1,191.771,0.203863,0.0018411,0.111307,0.000902692,0.284722,0.00206333,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
54,23369.1,252.164,17032.2,190.626,0.196324,0.00191851,0.114358,0.000976983,0.267657,0.00210112,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
55,21978.1,251.869,16704.9,189.733,0.189212,0.00200199,0.117356,0.00105817,0.251726,0.00214148,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
56,20679.7,252.077,16373,189.142,0.189212,0.0021433,0.116645,0.00111228,0.236855,0.00218497,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
57,19559,252.939,16063.5,188.966,0.189212,0.00228708,0.116011,0.00116816,0.224019,0.00223048,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
58,18590,254.47,15776.7,189.201,0.189211,0.00243369,0.115458,0.00122631,0.21292,0.00227891,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
59,17749.6,256.687,15512,189.841,0.189211,0.00258377,0.114986,0.00128728,0.203295,0.00233112,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
60,17017.9,259.604,15268.3,190.879,0.189211,0.00273827,0.11459,0.00135158,0.194915,0.00238789,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
61,16377.2,263.238,15044,192.316,0.189211,0.00289831,0.114259,0.0014197,0.187577,0.00244995,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
62,15812.2,267.605,14837.2,194.155,0.197026,0.00314519,0.11004,0.00144041,0.181105,0.00251797,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
63,15387.1,272.877,14675.6,196.319,0.205358,0.00339508,0.105929,0.00145548,0.176237,0.00259174,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
64,15080.9,279.031,14555.9,198.736,0.214253,0.00364741,0.101904,0.00146491,0.172729,0.00267165,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
65,14876.5,286.042,14474.3,201.342,0.223764,0.00390161,0.0979429,0.00146858,0.170388,0.00275794,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
66,14760,293.881,14427.3,204.077,0.233951,0.00415698,0.0940247,0.00146633,0.169054,0.00285073,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
67,14720.7,302.516,14411.3,206.885,0.24488,0.00441256,0.0901291,0.00145787,0.168603,0.00295,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
68,14749.8,311.91,14423.2,209.717,0.256626,0.00466706,0.0862385,0.00144291,0.168937,0.00305561,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
69,14840.9,322.025,14460,212.524,0.269273,0.00491868,0.0823382,0.00142112,0.169981,0.00316734,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
70,14989.3,332.817,14519.5,215.265,0.282918,0.00516499,0.0784175,0.00139225,0.17168,0.00328484,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
71,15192,344.24,14599.6,217.898,0.29767,0.00540285,0.0744686,0.00135611,0.174001,0.00340767,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
72,15447.3,356.24,14698.8,220.386,0.313655,0.00562834,0.0704874,0.00131267,0.176926,0.00353524,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
73,15755.2,368.755,14815.8,222.694,0.331013,0.00583672,0.0664717,0.00126199,0.180453,0.00366688,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
74,16116.7,381.723,14949.7,224.79,0.349911,0.00602253,0.0624196,0.0012043,0.184592,0.0038018,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
75,16533.6,395.074,15099.7,226.649,0.37054,0.0061795,0.05833,0.00113994,0.189368,0.00393914,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
76,17008.7,408.739,15265.2,228.249,0.393119,0.00630061,0.0542017,0.00106938,0.19481,0.00407799,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
77,17545.5,422.644,15445.3,229.574,0.417906,0.00637794,0.0500328,0.000993168,0.200958,0.00421739,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
78,18148,436.716,15639.4,230.615,0.445205,0.00640259,0.0458209,0.000911976,0.207858,0.00435633,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
79,18820.7,450.878,15846.7,231.368,0.475372,0.00636443,0.0415633,0.000826545,0.215563,0.00449378,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
80,19569,465.051,16066.4,231.838,0.508829,0.0062518,0.0372573,0.000737685,0.224133,0.00462861,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
81,20398.6,479.153,16297.5,232.035,0.508828,0.00618301,0.0374132,0.000734919,0.233635,0.00475969,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
82,21205.3,492.891,16510.7,232.267,0.508828,0.00612154,0.0375531,0.000732257,0.242875,0.00488729,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
83,21986.3,506.239,16706.9,232.516,0.508829,0.00606641,0.0376768,0.00072958,0.25182,0.00501125,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
84,22739.7,519.165,16887.5,232.762,0.508828,0.00601647,0.0377851,0.000726784,0.260449,0.00513126,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
85,23464.7,531.63,17053.7,232.987,0.508829,0.00597041,0.037879,0.000723788,0.268753,0.00524692,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
86,24161.4,543.586,17206.8,233.17,0.50883,0.00592688,0.0379607,0.000720545,0.276732,0.00535769,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
87,24830.8,554.982,17348.3,233.296,0.508829,0.00588461,0.038033,0.000717043,0.2844,0.00546296,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
88,25474.7,565.766,17479.4,233.354,0.50883,0.00584248,0.0380981,0.00071328,0.291774,0.00556208,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
89,26094.8,575.888,17601.3,233.343,0.508828,0.00579962,0.0381587,0.000709277,0.298877,0.00565441,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
90,26693.3,585.308,17715.1,233.27,0.508829,0.00575548,0.0382157,0.000705046,0.305732,0.00573944,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
91,27271.9,593.999,17821.6,233.151,0.508829,0.00570977,0.0382708,0.000700616,0.312358,0.0058168,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
92,27831.8,601.95,17921.7,233.007,0.508829,0.00566247,0.0383243,0.000696007,0.318771,0.0058863,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
93,28373.9,609.161,18015.8,232.854,0.508829,0.00561371,0.0383767,0.000691238,0.324981,0.00594796,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
94,28898.8,615.647,18104.5,232.704,0.508829,0.00556369,0.0384276,0.000686326,0.330992,0.0060019,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
95,29406.5,621.428,18188.1,232.238,0.508829,0.00551269,0.0384771,0.000681286,0.336807,0.00604837,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
96,29897.1,626.531,18266.8,232.08,0.508828,0.00546095,0.0385249,0.000676139,0.342426,0.00608767,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
97,30370.4,630.983,18341,231.911,0.508828,0.00540869,0.0385709,0.000670898,0.347847,0.00612013,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
98,30826.2,634.813,18410.8,231.73,0.508829,0.0053561,0.0386148,0.000665579,0.353068,0.00614608,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
99,31264.5,638.049,18476.5,231.539,0.508828,0.00530335,0.0386568,0.000660203,0.358089,0.00616585,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
100,31685.3,640.719,18539.1,231.346,0.508828,0.00525059,0.0386965,0.000654778,0.362908,0.00617979,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
1,87305.7,NA,22025.2,NA,0.9864969,NA,0.000709923,NA,1,0,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
2,87239.3,NA,22023.4,NA,0.984274,NA,0.000828157,NA,0.999239,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
3,87163.3,NA,22021.4,NA,0.9820588,NA,0.000946355,NA,0.998369,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
4,87078,NA,22019.1,NA,0.9798513,NA,0.00106452,NA,0.997392,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
5,86984,NA,22016.5,NA,0.9776517,NA,0.00118264,NA,0.996314,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
6,86881.7,NA,22013.7,NA,0.9754596,NA,0.00130072,NA,0.995143,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
7,86771.8,NA,22010.7,NA,0.9732752,NA,0.00141876,NA,0.993885,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
8,86654.9,NA,22007.5,NA,0.9710983,NA,0.00153675,NA,0.992546,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
9,86531.5,NA,22004.1,NA,0.9689291,NA,0.0016547,NA,0.991132,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
10,86402.2,NA,22000.6,NA,0.9667674,NA,0.00177261,NA,0.989651,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
11,86267.3,NA,21996.9,NA,0.9646131,NA,0.00189048,NA,0.988106,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
12,86127.4,NA,21993,NA,0.9624663,NA,0.00200829,NA,0.986503,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
13,85982.8,NA,21989,NA,0.960327,NA,0.00212606,NA,0.984847,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
14,85833.9,NA,21984.8,NA,0.9581951,NA,0.00224378,NA,0.983141,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
15,85681,NA,21980.6,NA,0.9560704,NA,0.00236146,NA,0.98139,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
16,85524.4,NA,21976.2,NA,0.9539532,NA,0.00247908,NA,0.979597,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
17,85364.5,NA,21971.7,NA,0.9518432,NA,0.00259666,NA,0.977765,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
18,85201.4,NA,21967.1,NA,0.9497405,NA,0.00271419,NA,0.975897,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
19,85035.4,NA,21962.4,NA,0.947645,NA,0.00283166,NA,0.973996,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
20,84866.8,NA,21957.6,NA,0.9455566,NA,0.0029491,NA,0.972064,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
21,84695.7,NA,21952.7,NA,0.9434755,NA,0.00306647,NA,0.970105,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
22,84522.4,NA,21947.8,NA,0.9414014,NA,0.0031838,NA,0.96812,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
