"year","SSB","SSB_sd","Recruit","Recruit_sd","SPR","SPR_sd","F","F_sd","Depletion","Depletion_sd","lifehistory","iteration","Rest","SigmaR","Fscen","Lyears","Nsamp","Rich","SSBmsy","MSY","Fmsy","max_grad","LN_R0","Selex_peak","Selex_shape","SSB0"
4,88230.9,NA,22012,NA,0.9803027,NA,0.00242398,NA,0.99457,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
5,88048.9,NA,22007.1,NA,0.9781522,NA,0.00269298,NA,0.992518,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
6,87860.8,NA,22002.1,NA,0.9760092,NA,0.00296195,NA,0.990397,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
7,87668,NA,21996.8,NA,0.9738737,NA,0.00323085,NA,0.988225,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
8,87471.9,NA,21991.5,NA,0.9717456,NA,0.00349972,NA,0.986014,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
9,87273.1,NA,21986.1,NA,0.9696249,NA,0.00376853,NA,0.983773,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
10,87072.3,NA,21980.6,NA,0.9675114,NA,0.00403729,NA,0.981509,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
11,86869.9,NA,21975,NA,0.9654053,NA,0.004306,NA,0.979227,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
12,86666.2,NA,21969.4,NA,0.9633064,NA,0.00457467,NA,0.976932,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
13,86461.7,NA,21963.7,NA,0.9612147,NA,0.00484327,NA,0.974626,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
14,86256.4,NA,21957.9,NA,0.9591302,NA,0.00511184,NA,0.972312,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
15,86050.7,NA,21952.2,NA,0.9570529,NA,0.00538035,NA,0.969993,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
16,85844.6,NA,21946.4,NA,0.9549827,NA,0.00564881,NA,0.967671,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
17,85638.4,NA,21940.5,NA,0.9529195,NA,0.00591722,NA,0.965346,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
18,85432.1,NA,21934.7,NA,0.9508635,NA,0.00618558,NA,0.96302,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
19,85225.9,NA,21928.8,NA,0.9488144,NA,0.00645388,NA,0.960696,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
20,85019.8,NA,21922.9,NA,0.9467723,NA,0.00672214,NA,0.958372,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
21,84813.9,NA,21917,NA,0.9447371,NA,0.00699035,NA,0.956052,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
22,84608.3,NA,21911.1,NA,0.9427089,NA,0.0072585,NA,0.953734,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
23,84403,NA,21905.1,NA,0.9406875,NA,0.00752661,NA,0.95142,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
24,84198.2,NA,21899.1,NA,0.9386731,NA,0.00779466,NA,0.949111,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
25,83993.7,NA,21893.2,NA,0.9366653,NA,0.00806267,NA,0.946807,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
26,83789.7,NA,21887.2,NA,0.9366654,NA,0.00806296,NA,0.944507,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
27,83609,NA,21881.8,NA,0.860995,NA,0.0188064,NA,0.94247,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
28,82538.8,NA,21849.8,NA,0.794536,NA,0.0294351,NA,0.930406,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
29,80659.1,NA,21791.8,NA,0.735804,NA,0.0399512,NA,0.909218,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
30,78092.6,NA,21708.6,NA,0.683608,NA,0.0503597,NA,0.880287,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
31,74983.2,NA,21601.2,NA,0.636987,NA,0.0606668,NA,0.845236,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
32,71478.7,NA,21470.3,NA,0.595149,NA,0.0708787,NA,0.805733,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
33,67718.6,NA,21316.9,NA,0.557446,NA,0.081001,NA,0.763348,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
34,63826.6,NA,21141.8,NA,0.523337,NA,0.0910383,NA,0.719475,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
35,59906.2,NA,20945.8,NA,0.492368,NA,0.100994,NA,0.675284,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
36,56040.5,NA,20730,NA,0.464157,NA,0.110872,NA,0.631708,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
37,52292.1,NA,20495.5,NA,0.438378,NA,0.120673,NA,0.589455,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
38,48705.4,NA,20243.4,NA,0.414754,NA,0.130397,NA,0.549025,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
39,45309.3,NA,19974.8,NA,0.393047,NA,0.140045,NA,0.510743,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
40,42119.9,NA,19691.2,NA,0.37305,NA,0.149618,NA,0.47479,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
41,39143.2,NA,19393.6,NA,0.354586,NA,0.159112,NA,0.441236,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
42,36377.8,NA,19083.4,NA,0.337499,NA,0.168528,NA,0.410063,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
43,33817.1,NA,18761.8,NA,0.321653,NA,0.177864,NA,0.381198,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
44,31451,NA,18429.8,NA,0.306929,NA,0.187119,NA,0.354527,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
45,29267.3,NA,18088.5,NA,0.293222,NA,0.196293,NA,0.329911,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
46,27252.8,NA,17738.8,NA,0.280439,NA,0.205383,NA,0.307204,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
47,25394.3,NA,17381.5,NA,0.268497,NA,0.21439,NA,0.286254,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
48,23678.6,NA,17017.3,NA,0.257323,NA,0.223313,NA,0.266913,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
49,22093.3,NA,16646.8,NA,0.246853,NA,0.232152,NA,0.249043,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
50,20626.8,NA,16270.7,NA,0.237026,NA,0.240907,NA,0.232512,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
51,19268.4,NA,15889.3,NA,0.227791,NA,0.249579,NA,0.2172,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
52,18008.4,NA,15503.3,NA,0.219101,NA,0.258167,NA,0.202997,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
53,16837.9,NA,15113,NA,0.210913,NA,0.266673,NA,0.189802,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
54,15748.9,NA,14718.8,NA,0.203189,NA,0.275096,NA,0.177527,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
55,14734.4,NA,14321.1,NA,0.195893,NA,0.283439,NA,0.166091,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
56,13787.9,NA,13920.3,NA,0.195893,NA,0.283543,NA,0.155421,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
57,13034.5,NA,13578.3,NA,0.195893,NA,0.28368,NA,0.14693,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
58,12427.7,NA,13286.7,NA,0.195893,NA,0.283794,NA,0.140089,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
59,11928.8,NA,13035.2,NA,0.195893,NA,0.283871,NA,0.134466,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
60,11512.2,NA,12816.4,NA,0.195892,NA,0.283923,NA,0.12977,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
61,11160.8,NA,12625.4,NA,0.195892,NA,0.283962,NA,0.125808,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
62,10862.2,NA,12458.2,NA,0.203908,NA,0.274934,NA,0.122442,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
63,10723.8,NA,12379.2,NA,0.212443,NA,0.265852,NA,0.120883,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
64,10716.2,NA,12374.8,NA,0.221544,NA,0.256648,NA,0.120796,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
65,10816.1,NA,12432,NA,0.231261,NA,0.247314,NA,0.121922,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
66,11011.2,NA,12542.3,NA,0.241654,NA,0.237865,NA,0.124122,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
67,11295.7,NA,12699.5,NA,0.252787,NA,0.22831,NA,0.127329,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
68,11666.9,NA,12898.6,NA,0.264734,NA,0.21865,NA,0.131514,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
69,12124.3,NA,13135,NA,0.277576,NA,0.208886,NA,0.136669,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
70,12668.7,NA,13404.3,NA,0.291407,NA,0.199016,NA,0.142806,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
71,13302.4,NA,13702.4,NA,0.306334,NA,0.189038,NA,0.149949,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
72,14028.8,NA,14025.2,NA,0.322478,NA,0.178952,NA,0.158138,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
73,14852.6,NA,14369,NA,0.339975,NA,0.168756,NA,0.167424,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
74,15779.1,NA,14730.2,NA,0.358987,NA,0.158447,NA,0.177868,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
75,16815,NA,15105,NA,0.379697,NA,0.148025,NA,0.189544,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
76,17967.6,NA,15490.2,NA,0.402317,NA,0.137488,NA,0.202537,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
77,19245.5,NA,15882.6,NA,0.427095,NA,0.126835,NA,0.216942,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
78,20658.3,NA,16279.1,NA,0.454323,NA,0.116064,NA,0.232868,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
79,22217,NA,16677,NA,0.484343,NA,0.105174,NA,0.250438,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
80,23933.8,NA,17073.7,NA,0.517561,NA,0.0941653,NA,0.26979,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
81,25822.8,NA,17467.1,NA,0.517562,NA,0.0941374,NA,0.291084,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
82,27580.3,NA,17798.2,NA,0.517562,NA,0.0940903,NA,0.310895,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
83,29189.5,NA,18075.7,NA,0.517562,NA,0.0940384,NA,0.329034,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
84,30648.4,NA,18308.6,NA,0.517562,NA,0.0939891,NA,0.345479,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
85,31960.3,NA,18504.4,NA,0.517563,NA,0.0939436,NA,0.360267,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
86,33130.9,NA,18669.2,NA,0.517563,NA,0.0939018,NA,0.373464,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
87,34168.1,NA,18808,NA,0.517563,NA,0.0938638,NA,0.385155,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
88,35081.1,NA,18925.1,NA,0.517563,NA,0.0938298,NA,0.395447,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
89,35880.4,NA,19023.7,NA,0.517563,NA,0.0937991,NA,0.404456,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
90,36576.6,NA,19106.9,NA,0.517563,NA,0.0937718,NA,0.412305,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
91,37180.6,NA,19177.2,NA,0.517563,NA,0.0937479,NA,0.419113,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
92,37702.7,NA,19236.4,NA,0.517563,NA,0.0937267,NA,0.424999,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
93,38152.7,NA,19286.5,NA,0.517563,NA,0.0937084,NA,0.43007,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
94,38539.4,NA,19328.9,NA,0.517563,NA,0.0936926,NA,0.43443,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
95,38871.1,NA,19364.6,NA,0.517563,NA,0.0936788,NA,0.438168,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
96,39155,NA,19394.8,NA,0.517563,NA,0.093667,NA,0.441369,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
97,39397.6,NA,19420.4,NA,0.517563,NA,0.0936568,NA,0.444104,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
98,39604.7,NA,19442,NA,0.517563,NA,0.093648,NA,0.446438,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
99,39781.2,NA,19460.3,NA,0.517563,NA,0.0936406,NA,0.448427,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
100,39931.5,NA,19475.8,NA,0.517563,NA,0.0936342,NA,0.450122,NA,"short_fast",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,26405.6,5132.36,0.15084,0.0219044,9.99993,42.0001,5.1,44356.3
1,87309.5,289.374,22026.2,229.756,0.9864975,3.60775e-05,0.000709892,2.35282e-06,1,0,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
2,87243.2,289.385,22024.3,231.058,0.9842746,4.19655e-05,0.000828121,2.74614e-06,0.99924,2.65478e-06,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
3,87167.1,289.391,22022.2,230.937,0.9820596,4.78239e-05,0.000946314,3.14037e-06,0.998369,5.60735e-06,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
4,87081.8,289.389,22019.9,230.806,0.9798522,5.36541e-05,0.00106447,3.53543e-06,0.997392,8.83075e-06,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
5,86987.8,289.377,22017.3,230.666,0.9776527,5.94554e-05,0.00118258,3.93237e-06,0.996315,1.23777e-05,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
6,86885.5,289.353,22014.5,230.516,0.9754606,6.52314e-05,0.00130066,4.33252e-06,0.995143,1.69105e-05,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
7,86775.7,289.315,22011.4,230.357,0.9732763,7.0995e-05,0.00141869,4.73726e-06,0.993885,2.57158e-05,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
8,86658.8,289.27,22008.2,230.191,0.9710995,7.67831e-05,0.00153669,5.14799e-06,0.992546,4.63228e-05,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
9,86535.4,289.257,22004.8,230.016,0.9689304,8.26574e-05,0.00165463,5.5658e-06,0.991133,8.60738e-05,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
10,86406,289.359,22001.2,229.833,0.9667687,8.86918e-05,0.00177253,5.99143e-06,0.989651,0.000147719,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
11,86271.1,289.691,21997.4,229.643,0.9646145,9.49426e-05,0.00189039,6.42504e-06,0.988106,0.000229223,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
12,86131.2,290.349,21993.5,229.446,0.9624679,0.00010143,0.0020082,6.86629e-06,0.986504,0.000325318,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
13,85986.6,291.375,21989.5,229.244,0.9603287,0.000108137,0.00212597,7.31441e-06,0.984847,0.000429622,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
14,85837.7,292.742,21985.3,229.037,0.9581968,0.00011502,0.00224368,7.76833e-06,0.983142,0.000536272,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
15,85684.7,294.376,21981,228.828,0.9560722,0.000122025,0.00236136,8.2267e-06,0.98139,0.000640687,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,25238.6,2497.66,0.0613923,0.000238817,9.99999,42,5.1,43654.75
