"year","SSB","Recruit","SPR","F","Depletion","SSB_sd","Recruit_sd","SPR_sd","F_sd","Depletion_sd","lifehistory","iteration","Rest","SigmaR","Fscen","SSBmsy","MSY","Fmsy","max_grad","LN_R0","Selex_peak","Selex_shape","SSB0"
41,96559.6,20530.6,0.37148,0.0759799,0.595411,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
42,91297.2,20334,0.354157,0.0804823,0.562961,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
43,86195,20124.7,0.338052,0.0849417,0.5315,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
44,81278.9,19903,0.323052,0.0893578,0.501186,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
45,76567.9,19669.2,0.309056,0.0937302,0.472137,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
46,72075,19423.8,0.295975,0.098059,0.444432,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
47,67807.5,19167.4,0.283729,0.102344,0.418118,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
48,63768.3,18900.4,0.272249,0.106585,0.393211,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
49,59956.4,18623.5,0.26147,0.110783,0.369706,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
50,56367.6,18337.5,0.251336,0.114938,0.347577,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
51,52995.5,18042.8,0.241796,0.119051,0.326783,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
52,49831.6,17740.3,0.232803,0.123121,0.307274,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
53,46866.4,17430.6,0.224317,0.127149,0.28899,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
54,44089.5,17114.3,0.216298,0.131136,0.271867,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
55,41489.8,16792.1,0.208714,0.135082,0.255837,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
56,39056.6,16464.6,0.208714,0.134786,0.240832,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
57,36962.1,16160.1,0.208714,0.134525,0.227918,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
58,35156.9,15878.8,0.208714,0.134303,0.216786,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
59,33596.1,15620.3,0.208714,0.134116,0.207162,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
60,32239.7,15382.9,0.208714,0.133957,0.198798,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
61,31052.7,15164.7,0.208714,0.133816,0.191479,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
62,30005.8,14963.6,0.217047,0.129093,0.185023,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
63,29232.7,14809.5,0.225906,0.124403,0.180256,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
64,28695.1,14699.4,0.235335,0.119741,0.176941,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
65,28361.4,14629.9,0.245385,0.115095,0.174883,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
66,28205.7,14597.1,0.256114,0.11045,0.173923,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
67,28207.2,14597.4,0.267584,0.105795,0.173933,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
68,28350.1,14627.5,0.279868,0.101122,0.174814,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
69,28623.6,14684.6,0.293044,0.0964276,0.1765,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
70,29021.1,14766.4,0.307203,0.0917093,0.178951,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
71,29539.4,14871.2,0.322447,0.0869657,0.182147,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
72,30177.6,14997.2,0.338893,0.0821951,0.186083,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
73,30937,15142.9,0.356672,0.077396,0.190765,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
74,31820.2,15306.9,0.375935,0.0725666,0.196211,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
75,32831.3,15488,0.396858,0.067705,0.202446,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
76,33975.8,15684.6,0.419639,0.0628093,0.209503,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
77,35260.2,15895.4,0.444513,0.0578774,0.217423,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
78,36692.3,16119.2,0.471749,0.0529076,0.226254,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
79,38281.3,16354.4,0.501666,0.0478981,0.236052,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
80,40037.7,16599.9,0.534637,0.0428472,0.246883,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
81,41973.5,16854.1,0.534637,0.0429245,0.258819,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
82,43860.5,17087,0.534637,0.0429919,0.270455,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
83,45688.8,17299.7,0.534637,0.0430494,0.281729,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
84,47452.5,17494,0.534637,0.0430987,0.292604,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
85,49148.9,17671.4,0.534637,0.0431418,0.303065,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
86,50778.2,17833.7,0.534637,0.0431807,0.313111,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
87,52341.6,17982.5,0.534637,0.0432167,0.322752,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
88,53840.3,18119.2,0.534637,0.0432505,0.331993,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
89,55275.2,18244.9,0.534637,0.0432821,0.340841,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
90,56646.7,18360.7,0.534637,0.0433117,0.349298,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
91,57955.4,18467.3,0.534637,0.0433394,0.357367,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
92,59201.5,18565.5,0.534637,0.0433651,0.365052,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
93,60385.9,18656.1,0.534637,0.0433889,0.372354,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
94,61509.2,18739.5,0.534637,0.0434109,0.379281,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
95,62572.6,18816.3,0.534637,0.0434312,0.385838,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
96,63577.6,18887.2,0.534637,0.0434499,0.392035,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
97,64525.6,18952.4,0.534637,0.0434671,0.397881,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
98,65418.6,19012.6,0.534637,0.0434829,0.403388,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
99,66258.5,19068,0.534637,0.0434975,0.408567,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
100,67047.4,19119,0.534637,0.0435109,0.413431,NA,NA,NA,NA,NA,"long_fast",1,"om","Deterministic","F1",48392,4676.68,0.074122,1.36035,10,42,5.1,81086.5
