"year","lifehistory","iteration","Rest","SigmaR","Fscen","Lyears","Nsamp","Rich","max_grad","variable","estimate","sd"
53,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",23369.1,252.164
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",17032.2,190.626
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.196324,0.00191851
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.114358,0.000976983
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.267657,0.00210112
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
54,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",21978.1,251.869
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",16704.9,189.733
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.189212,0.00200199
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.117356,0.00105817
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.251726,0.00214148
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
55,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",20679.7,252.077
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",16373,189.142
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.189212,0.0021433
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.116645,0.00111228
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.236855,0.00218497
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
56,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",19559,252.939
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",16063.5,188.966
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.189212,0.00228708
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.116011,0.00116816
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.224019,0.00223048
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
57,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",18590,254.47
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",15776.7,189.201
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.189211,0.00243369
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.115458,0.00122631
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.21292,0.00227891
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
58,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",17749.6,256.687
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",15512,189.841
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.189211,0.00258377
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.114986,0.00128728
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.203295,0.00233112
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
59,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",17017.9,259.604
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",15268.3,190.879
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.189211,0.00273827
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.11459,0.00135158
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.194915,0.00238789
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
60,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",16377.2,263.238
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",15044,192.316
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.189211,0.00289831
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.114259,0.0014197
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.187577,0.00244995
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
61,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",15812.2,267.605
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14837.2,194.155
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.197026,0.00314519
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.11004,0.00144041
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.181105,0.00251797
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
62,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",15387.1,272.877
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14675.6,196.319
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.205358,0.00339508
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.105929,0.00145548
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.176237,0.00259174
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
63,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",15080.9,279.031
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14555.9,198.736
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.214253,0.00364741
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.101904,0.00146491
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.172729,0.00267165
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
64,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",14876.5,286.042
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14474.3,201.342
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.223764,0.00390161
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.0979429,0.00146858
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.170388,0.00275794
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
65,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",14760,293.881
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14427.3,204.077
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.233951,0.00415698
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.0940247,0.00146633
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.169054,0.00285073
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
66,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",14720.7,302.516
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14411.3,206.885
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.24488,0.00441256
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.0901291,0.00145787
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.168603,0.00295
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
67,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",14749.8,311.91
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14423.2,209.717
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.256626,0.00466706
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.0862385,0.00144291
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.168937,0.00305561
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
68,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",14840.9,322.025
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14460,212.524
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.269273,0.00491868
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.0823382,0.00142112
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.169981,0.00316734
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
69,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",14989.3,332.817
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14519.5,215.265
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.282918,0.00516499
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.0784175,0.00139225
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.17168,0.00328484
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
70,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",15192,344.24
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14599.6,217.898
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.29767,0.00540285
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.0744686,0.00135611
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.174001,0.00340767
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
71,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB",15447.3,356.24
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Recruit",14698.8,220.386
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SPR",0.313655,0.00562834
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"F",0.0704874,0.00131267
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Depletion",0.176926,0.00353524
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSBmsy",25238.6,NA
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"MSY",2497.66,NA
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Fmsy",0.0613923,NA
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"LN_R0",9.99999,NA
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_peak",42,NA
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"Selex_shape",5.1,NA
72,"long_slow",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,0.000238817,"SSB0",43654.75,NA
