"year","lifehistory","iteration","Rest","SigmaR","Fscen","variable","true"
25,"long_fast",1,"om","Deterministic","F1","SSB",156140
25,"long_fast",1,"om","Deterministic","F1","Recruit",21934.6
25,"long_fast",1,"om","Deterministic","F1","SPR",0.9402014
25,"long_fast",1,"om","Deterministic","F1","F",0.00377283
25,"long_fast",1,"om","Deterministic","F1","Depletion",0.9628
25,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
25,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
25,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
25,"long_fast",1,"om","Deterministic","F1","LN_R0",10
25,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
25,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
25,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
26,"long_fast",1,"om","Deterministic","F1","SSB",155820
26,"long_fast",1,"om","Deterministic","F1","Recruit",21929.6
26,"long_fast",1,"om","Deterministic","F1","SPR",0.9402014
26,"long_fast",1,"om","Deterministic","F1","F",0.00377269
26,"long_fast",1,"om","Deterministic","F1","Depletion",0.960826
26,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
26,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
26,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
26,"long_fast",1,"om","Deterministic","F1","LN_R0",10
26,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
26,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
26,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
27,"long_fast",1,"om","Deterministic","F1","SSB",155518
27,"long_fast",1,"om","Deterministic","F1","Recruit",21924.8
27,"long_fast",1,"om","Deterministic","F1","SPR",0.868277
27,"long_fast",1,"om","Deterministic","F1","F",0.00882347
27,"long_fast",1,"om","Deterministic","F1","Depletion",0.958963
27,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
27,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
27,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
27,"long_fast",1,"om","Deterministic","F1","LN_R0",10
27,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
27,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
27,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
28,"long_fast",1,"om","Deterministic","F1","SSB",154426
28,"long_fast",1,"om","Deterministic","F1","Recruit",21907.6
28,"long_fast",1,"om","Deterministic","F1","SPR",0.804664
28,"long_fast",1,"om","Deterministic","F1","F",0.0138465
28,"long_fast",1,"om","Deterministic","F1","Depletion",0.95223
28,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
28,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
28,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
28,"long_fast",1,"om","Deterministic","F1","LN_R0",10
28,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
28,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
28,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
29,"long_fast",1,"om","Deterministic","F1","SSB",152576
29,"long_fast",1,"om","Deterministic","F1","Recruit",21877.9
29,"long_fast",1,"om","Deterministic","F1","SPR",0.748086
29,"long_fast",1,"om","Deterministic","F1","F",0.01884
29,"long_fast",1,"om","Deterministic","F1","Depletion",0.940822
29,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
29,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
29,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
29,"long_fast",1,"om","Deterministic","F1","LN_R0",10
29,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
29,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
29,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
30,"long_fast",1,"om","Deterministic","F1","SSB",150016
30,"long_fast",1,"om","Deterministic","F1","Recruit",21835.8
30,"long_fast",1,"om","Deterministic","F1","SPR",0.697511
30,"long_fast",1,"om","Deterministic","F1","F",0.0238022
30,"long_fast",1,"om","Deterministic","F1","Depletion",0.925035
30,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
30,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
30,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
30,"long_fast",1,"om","Deterministic","F1","LN_R0",10
30,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
30,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
30,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
31,"long_fast",1,"om","Deterministic","F1","SSB",146808
31,"long_fast",1,"om","Deterministic","F1","Recruit",21781.1
31,"long_fast",1,"om","Deterministic","F1","SPR",0.652092
31,"long_fast",1,"om","Deterministic","F1","F",0.0287314
31,"long_fast",1,"om","Deterministic","F1","Depletion",0.905255
31,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
31,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
31,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
31,"long_fast",1,"om","Deterministic","F1","LN_R0",10
31,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
31,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
31,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
32,"long_fast",1,"om","Deterministic","F1","SSB",143026
32,"long_fast",1,"om","Deterministic","F1","Recruit",21713.9
32,"long_fast",1,"om","Deterministic","F1","SPR",0.611132
32,"long_fast",1,"om","Deterministic","F1","F",0.0336263
32,"long_fast",1,"om","Deterministic","F1","Depletion",0.881936
32,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
32,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
32,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
32,"long_fast",1,"om","Deterministic","F1","LN_R0",10
32,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
32,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
32,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
33,"long_fast",1,"om","Deterministic","F1","SSB",138752
33,"long_fast",1,"om","Deterministic","F1","Recruit",21634.1
33,"long_fast",1,"om","Deterministic","F1","SPR",0.574049
33,"long_fast",1,"om","Deterministic","F1","F",0.0384859
33,"long_fast",1,"om","Deterministic","F1","Depletion",0.855581
33,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
33,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
33,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
33,"long_fast",1,"om","Deterministic","F1","LN_R0",10
33,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
33,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
33,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
34,"long_fast",1,"om","Deterministic","F1","SSB",134071
34,"long_fast",1,"om","Deterministic","F1","Recruit",21541.6
34,"long_fast",1,"om","Deterministic","F1","SPR",0.540358
34,"long_fast",1,"om","Deterministic","F1","F",0.0433091
34,"long_fast",1,"om","Deterministic","F1","Depletion",0.826714
34,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
34,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
34,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
34,"long_fast",1,"om","Deterministic","F1","LN_R0",10
34,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
34,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
34,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
35,"long_fast",1,"om","Deterministic","F1","SSB",129068
35,"long_fast",1,"om","Deterministic","F1","Recruit",21436.3
35,"long_fast",1,"om","Deterministic","F1","SPR",0.509646
35,"long_fast",1,"om","Deterministic","F1","F",0.048095
35,"long_fast",1,"om","Deterministic","F1","Depletion",0.795863
35,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
35,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
35,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
35,"long_fast",1,"om","Deterministic","F1","LN_R0",10
35,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
35,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
35,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
36,"long_fast",1,"om","Deterministic","F1","SSB",123826
36,"long_fast",1,"om","Deterministic","F1","Recruit",21318
36,"long_fast",1,"om","Deterministic","F1","SPR",0.481563
36,"long_fast",1,"om","Deterministic","F1","F",0.0528426
36,"long_fast",1,"om","Deterministic","F1","Depletion",0.76354
36,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
36,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
36,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
36,"long_fast",1,"om","Deterministic","F1","LN_R0",10
36,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
36,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
36,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
37,"long_fast",1,"om","Deterministic","F1","SSB",118424
37,"long_fast",1,"om","Deterministic","F1","Recruit",21186.8
37,"long_fast",1,"om","Deterministic","F1","SPR",0.455812
37,"long_fast",1,"om","Deterministic","F1","F",0.0575512
37,"long_fast",1,"om","Deterministic","F1","Depletion",0.73023
37,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
37,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
37,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
37,"long_fast",1,"om","Deterministic","F1","LN_R0",10
37,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
37,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
37,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
38,"long_fast",1,"om","Deterministic","F1","SSB",112935
38,"long_fast",1,"om","Deterministic","F1","Recruit",21042.4
38,"long_fast",1,"om","Deterministic","F1","SPR",0.432136
38,"long_fast",1,"om","Deterministic","F1","F",0.06222
38,"long_fast",1,"om","Deterministic","F1","Depletion",0.696383
38,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
38,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
38,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
38,"long_fast",1,"om","Deterministic","F1","LN_R0",10
38,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
38,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
38,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
39,"long_fast",1,"om","Deterministic","F1","SSB",107424
39,"long_fast",1,"om","Deterministic","F1","Recruit",20884.9
39,"long_fast",1,"om","Deterministic","F1","SPR",0.410312
39,"long_fast",1,"om","Deterministic","F1","F",0.0668482
39,"long_fast",1,"om","Deterministic","F1","Depletion",0.662402
39,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
39,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
39,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
39,"long_fast",1,"om","Deterministic","F1","LN_R0",10
39,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
39,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
39,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
40,"long_fast",1,"om","Deterministic","F1","SSB",101949
40,"long_fast",1,"om","Deterministic","F1","Recruit",20714.3
40,"long_fast",1,"om","Deterministic","F1","SPR",0.390149
40,"long_fast",1,"om","Deterministic","F1","F",0.071435
40,"long_fast",1,"om","Deterministic","F1","Depletion",0.628643
40,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
40,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
40,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
40,"long_fast",1,"om","Deterministic","F1","LN_R0",10
40,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
40,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
40,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
41,"long_fast",1,"om","Deterministic","F1","SSB",96559.6
41,"long_fast",1,"om","Deterministic","F1","Recruit",20530.6
41,"long_fast",1,"om","Deterministic","F1","SPR",0.37148
41,"long_fast",1,"om","Deterministic","F1","F",0.0759799
41,"long_fast",1,"om","Deterministic","F1","Depletion",0.595411
41,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
41,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
41,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
41,"long_fast",1,"om","Deterministic","F1","LN_R0",10
41,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
41,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
41,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
42,"long_fast",1,"om","Deterministic","F1","SSB",91297.2
42,"long_fast",1,"om","Deterministic","F1","Recruit",20334
42,"long_fast",1,"om","Deterministic","F1","SPR",0.354157
42,"long_fast",1,"om","Deterministic","F1","F",0.0804823
42,"long_fast",1,"om","Deterministic","F1","Depletion",0.562961
42,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
42,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
42,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
42,"long_fast",1,"om","Deterministic","F1","LN_R0",10
42,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
42,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
42,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
43,"long_fast",1,"om","Deterministic","F1","SSB",86195
43,"long_fast",1,"om","Deterministic","F1","Recruit",20124.7
43,"long_fast",1,"om","Deterministic","F1","SPR",0.338052
43,"long_fast",1,"om","Deterministic","F1","F",0.0849417
43,"long_fast",1,"om","Deterministic","F1","Depletion",0.5315
43,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
43,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
43,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
43,"long_fast",1,"om","Deterministic","F1","LN_R0",10
43,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
43,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
43,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
44,"long_fast",1,"om","Deterministic","F1","SSB",81278.9
44,"long_fast",1,"om","Deterministic","F1","Recruit",19903
44,"long_fast",1,"om","Deterministic","F1","SPR",0.323052
44,"long_fast",1,"om","Deterministic","F1","F",0.0893578
44,"long_fast",1,"om","Deterministic","F1","Depletion",0.501186
44,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
44,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
44,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
44,"long_fast",1,"om","Deterministic","F1","LN_R0",10
44,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
44,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
44,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
45,"long_fast",1,"om","Deterministic","F1","SSB",76567.9
45,"long_fast",1,"om","Deterministic","F1","Recruit",19669.2
45,"long_fast",1,"om","Deterministic","F1","SPR",0.309056
45,"long_fast",1,"om","Deterministic","F1","F",0.0937302
45,"long_fast",1,"om","Deterministic","F1","Depletion",0.472137
45,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
45,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
45,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
45,"long_fast",1,"om","Deterministic","F1","LN_R0",10
45,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
45,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
45,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
46,"long_fast",1,"om","Deterministic","F1","SSB",72075
46,"long_fast",1,"om","Deterministic","F1","Recruit",19423.8
46,"long_fast",1,"om","Deterministic","F1","SPR",0.295975
46,"long_fast",1,"om","Deterministic","F1","F",0.098059
46,"long_fast",1,"om","Deterministic","F1","Depletion",0.444432
46,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
46,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
46,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
46,"long_fast",1,"om","Deterministic","F1","LN_R0",10
46,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
46,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
46,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
47,"long_fast",1,"om","Deterministic","F1","SSB",67807.5
47,"long_fast",1,"om","Deterministic","F1","Recruit",19167.4
47,"long_fast",1,"om","Deterministic","F1","SPR",0.283729
47,"long_fast",1,"om","Deterministic","F1","F",0.102344
47,"long_fast",1,"om","Deterministic","F1","Depletion",0.418118
47,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
47,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
47,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
47,"long_fast",1,"om","Deterministic","F1","LN_R0",10
47,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
47,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
47,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
48,"long_fast",1,"om","Deterministic","F1","SSB",63768.3
48,"long_fast",1,"om","Deterministic","F1","Recruit",18900.4
48,"long_fast",1,"om","Deterministic","F1","SPR",0.272249
48,"long_fast",1,"om","Deterministic","F1","F",0.106585
48,"long_fast",1,"om","Deterministic","F1","Depletion",0.393211
48,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
48,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
48,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
48,"long_fast",1,"om","Deterministic","F1","LN_R0",10
48,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
48,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
48,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
49,"long_fast",1,"om","Deterministic","F1","SSB",59956.4
49,"long_fast",1,"om","Deterministic","F1","Recruit",18623.5
49,"long_fast",1,"om","Deterministic","F1","SPR",0.26147
49,"long_fast",1,"om","Deterministic","F1","F",0.110783
49,"long_fast",1,"om","Deterministic","F1","Depletion",0.369706
49,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
49,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
49,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
49,"long_fast",1,"om","Deterministic","F1","LN_R0",10
49,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
49,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
49,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
50,"long_fast",1,"om","Deterministic","F1","SSB",56367.6
50,"long_fast",1,"om","Deterministic","F1","Recruit",18337.5
50,"long_fast",1,"om","Deterministic","F1","SPR",0.251336
50,"long_fast",1,"om","Deterministic","F1","F",0.114938
50,"long_fast",1,"om","Deterministic","F1","Depletion",0.347577
50,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
50,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
50,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
50,"long_fast",1,"om","Deterministic","F1","LN_R0",10
50,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
50,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
50,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
51,"long_fast",1,"om","Deterministic","F1","SSB",52995.5
51,"long_fast",1,"om","Deterministic","F1","Recruit",18042.8
51,"long_fast",1,"om","Deterministic","F1","SPR",0.241796
51,"long_fast",1,"om","Deterministic","F1","F",0.119051
51,"long_fast",1,"om","Deterministic","F1","Depletion",0.326783
51,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
51,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
51,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
51,"long_fast",1,"om","Deterministic","F1","LN_R0",10
51,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
51,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
51,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
52,"long_fast",1,"om","Deterministic","F1","SSB",49831.6
52,"long_fast",1,"om","Deterministic","F1","Recruit",17740.3
52,"long_fast",1,"om","Deterministic","F1","SPR",0.232803
52,"long_fast",1,"om","Deterministic","F1","F",0.123121
52,"long_fast",1,"om","Deterministic","F1","Depletion",0.307274
52,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
52,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
52,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
52,"long_fast",1,"om","Deterministic","F1","LN_R0",10
52,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
52,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
52,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
53,"long_fast",1,"om","Deterministic","F1","SSB",46866.4
53,"long_fast",1,"om","Deterministic","F1","Recruit",17430.6
53,"long_fast",1,"om","Deterministic","F1","SPR",0.224317
53,"long_fast",1,"om","Deterministic","F1","F",0.127149
53,"long_fast",1,"om","Deterministic","F1","Depletion",0.28899
53,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
53,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
53,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
53,"long_fast",1,"om","Deterministic","F1","LN_R0",10
53,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
53,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
53,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
54,"long_fast",1,"om","Deterministic","F1","SSB",44089.5
54,"long_fast",1,"om","Deterministic","F1","Recruit",17114.3
54,"long_fast",1,"om","Deterministic","F1","SPR",0.216298
54,"long_fast",1,"om","Deterministic","F1","F",0.131136
54,"long_fast",1,"om","Deterministic","F1","Depletion",0.271867
54,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
54,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
54,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
54,"long_fast",1,"om","Deterministic","F1","LN_R0",10
54,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
54,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
54,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
55,"long_fast",1,"om","Deterministic","F1","SSB",41489.8
55,"long_fast",1,"om","Deterministic","F1","Recruit",16792.1
55,"long_fast",1,"om","Deterministic","F1","SPR",0.208714
55,"long_fast",1,"om","Deterministic","F1","F",0.135082
55,"long_fast",1,"om","Deterministic","F1","Depletion",0.255837
55,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
55,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
55,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
55,"long_fast",1,"om","Deterministic","F1","LN_R0",10
55,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
55,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
55,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
56,"long_fast",1,"om","Deterministic","F1","SSB",39056.6
56,"long_fast",1,"om","Deterministic","F1","Recruit",16464.6
56,"long_fast",1,"om","Deterministic","F1","SPR",0.208714
56,"long_fast",1,"om","Deterministic","F1","F",0.134786
56,"long_fast",1,"om","Deterministic","F1","Depletion",0.240832
56,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
56,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
56,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
56,"long_fast",1,"om","Deterministic","F1","LN_R0",10
56,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
56,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
56,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
57,"long_fast",1,"om","Deterministic","F1","SSB",36962.1
57,"long_fast",1,"om","Deterministic","F1","Recruit",16160.1
57,"long_fast",1,"om","Deterministic","F1","SPR",0.208714
57,"long_fast",1,"om","Deterministic","F1","F",0.134525
57,"long_fast",1,"om","Deterministic","F1","Depletion",0.227918
57,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
57,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
57,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
57,"long_fast",1,"om","Deterministic","F1","LN_R0",10
57,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
57,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
57,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
58,"long_fast",1,"om","Deterministic","F1","SSB",35156.9
58,"long_fast",1,"om","Deterministic","F1","Recruit",15878.8
58,"long_fast",1,"om","Deterministic","F1","SPR",0.208714
58,"long_fast",1,"om","Deterministic","F1","F",0.134303
58,"long_fast",1,"om","Deterministic","F1","Depletion",0.216786
58,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
58,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
58,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
58,"long_fast",1,"om","Deterministic","F1","LN_R0",10
58,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
58,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
58,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
59,"long_fast",1,"om","Deterministic","F1","SSB",33596.1
59,"long_fast",1,"om","Deterministic","F1","Recruit",15620.3
59,"long_fast",1,"om","Deterministic","F1","SPR",0.208714
59,"long_fast",1,"om","Deterministic","F1","F",0.134116
59,"long_fast",1,"om","Deterministic","F1","Depletion",0.207162
59,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
59,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
59,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
59,"long_fast",1,"om","Deterministic","F1","LN_R0",10
59,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
59,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
59,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
60,"long_fast",1,"om","Deterministic","F1","SSB",32239.7
60,"long_fast",1,"om","Deterministic","F1","Recruit",15382.9
60,"long_fast",1,"om","Deterministic","F1","SPR",0.208714
60,"long_fast",1,"om","Deterministic","F1","F",0.133957
60,"long_fast",1,"om","Deterministic","F1","Depletion",0.198798
60,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
60,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
60,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
60,"long_fast",1,"om","Deterministic","F1","LN_R0",10
60,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
60,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
60,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
61,"long_fast",1,"om","Deterministic","F1","SSB",31052.7
61,"long_fast",1,"om","Deterministic","F1","Recruit",15164.7
61,"long_fast",1,"om","Deterministic","F1","SPR",0.208714
61,"long_fast",1,"om","Deterministic","F1","F",0.133816
61,"long_fast",1,"om","Deterministic","F1","Depletion",0.191479
61,"long_fast",1,"om","Deterministic","F1","SSBmsy",48392
61,"long_fast",1,"om","Deterministic","F1","MSY",4676.68
61,"long_fast",1,"om","Deterministic","F1","Fmsy",0.074122
61,"long_fast",1,"om","Deterministic","F1","LN_R0",10
61,"long_fast",1,"om","Deterministic","F1","Selex_peak",42
61,"long_fast",1,"om","Deterministic","F1","Selex_shape",5.1
61,"long_fast",1,"om","Deterministic","F1","SSB0",81086.5
62,"long_fast",1,"om","Deterministic","F1","SSB",30005.8
