"year","lifehistory","iteration","Rest","SigmaR","Fscen","variable","true"
88,"short_slow",1,"om","Deterministic","F1","SSB",15981
88,"short_slow",1,"om","Deterministic","F1","Recruit",18391.5
88,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
88,"short_slow",1,"om","Deterministic","F1","F",0.0773928
88,"short_slow",1,"om","Deterministic","F1","Depletion",0.351599
88,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
88,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
88,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
88,"short_slow",1,"om","Deterministic","F1","LN_R0",10
88,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
88,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
88,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
89,"short_slow",1,"om","Deterministic","F1","SSB",16437.3
89,"short_slow",1,"om","Deterministic","F1","Recruit",18522.3
89,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
89,"short_slow",1,"om","Deterministic","F1","F",0.07751
89,"short_slow",1,"om","Deterministic","F1","Depletion",0.361639
89,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
89,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
89,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
89,"short_slow",1,"om","Deterministic","F1","LN_R0",10
89,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
89,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
89,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
90,"short_slow",1,"om","Deterministic","F1","SSB",16855.3
90,"short_slow",1,"om","Deterministic","F1","Recruit",18637.5
90,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
90,"short_slow",1,"om","Deterministic","F1","F",0.0776144
90,"short_slow",1,"om","Deterministic","F1","Depletion",0.370834
90,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
90,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
90,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
90,"short_slow",1,"om","Deterministic","F1","LN_R0",10
90,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
90,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
90,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
91,"short_slow",1,"om","Deterministic","F1","SSB",17236.1
91,"short_slow",1,"om","Deterministic","F1","Recruit",18738.7
91,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
91,"short_slow",1,"om","Deterministic","F1","F",0.0777068
91,"short_slow",1,"om","Deterministic","F1","Depletion",0.379213
91,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
91,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
91,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
91,"short_slow",1,"om","Deterministic","F1","LN_R0",10
91,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
91,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
91,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
92,"short_slow",1,"om","Deterministic","F1","SSB",17581.5
92,"short_slow",1,"om","Deterministic","F1","Recruit",18827.6
92,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
92,"short_slow",1,"om","Deterministic","F1","F",0.0777883
92,"short_slow",1,"om","Deterministic","F1","Depletion",0.386811
92,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
92,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
92,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
92,"short_slow",1,"om","Deterministic","F1","LN_R0",10
92,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
92,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
92,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
93,"short_slow",1,"om","Deterministic","F1","SSB",17893.4
93,"short_slow",1,"om","Deterministic","F1","Recruit",18905.6
93,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
93,"short_slow",1,"om","Deterministic","F1","F",0.07786
93,"short_slow",1,"om","Deterministic","F1","Depletion",0.393674
93,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
93,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
93,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
93,"short_slow",1,"om","Deterministic","F1","LN_R0",10
93,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
93,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
93,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
94,"short_slow",1,"om","Deterministic","F1","SSB",18174.1
94,"short_slow",1,"om","Deterministic","F1","Recruit",18974.1
94,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
94,"short_slow",1,"om","Deterministic","F1","F",0.077923
94,"short_slow",1,"om","Deterministic","F1","Depletion",0.39985
94,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
94,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
94,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
94,"short_slow",1,"om","Deterministic","F1","LN_R0",10
94,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
94,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
94,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
95,"short_slow",1,"om","Deterministic","F1","SSB",18425.9
95,"short_slow",1,"om","Deterministic","F1","Recruit",19034.1
95,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
95,"short_slow",1,"om","Deterministic","F1","F",0.0779784
95,"short_slow",1,"om","Deterministic","F1","Depletion",0.405391
95,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
95,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
95,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
95,"short_slow",1,"om","Deterministic","F1","LN_R0",10
95,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
95,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
95,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
96,"short_slow",1,"om","Deterministic","F1","SSB",18651.3
96,"short_slow",1,"om","Deterministic","F1","Recruit",19086.8
96,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
96,"short_slow",1,"om","Deterministic","F1","F",0.0780271
96,"short_slow",1,"om","Deterministic","F1","Depletion",0.410348
96,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
96,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
96,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
96,"short_slow",1,"om","Deterministic","F1","LN_R0",10
96,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
96,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
96,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
97,"short_slow",1,"om","Deterministic","F1","SSB",18852.4
97,"short_slow",1,"om","Deterministic","F1","Recruit",19133
97,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
97,"short_slow",1,"om","Deterministic","F1","F",0.0780699
97,"short_slow",1,"om","Deterministic","F1","Depletion",0.414773
97,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
97,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
97,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
97,"short_slow",1,"om","Deterministic","F1","LN_R0",10
97,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
97,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
97,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
98,"short_slow",1,"om","Deterministic","F1","SSB",19031.5
98,"short_slow",1,"om","Deterministic","F1","Recruit",19173.5
98,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
98,"short_slow",1,"om","Deterministic","F1","F",0.0781075
98,"short_slow",1,"om","Deterministic","F1","Depletion",0.418714
98,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
98,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
98,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
98,"short_slow",1,"om","Deterministic","F1","LN_R0",10
98,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
98,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
98,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
99,"short_slow",1,"om","Deterministic","F1","SSB",19190.8
99,"short_slow",1,"om","Deterministic","F1","Recruit",19209
99,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
99,"short_slow",1,"om","Deterministic","F1","F",0.0781404
99,"short_slow",1,"om","Deterministic","F1","Depletion",0.422218
99,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
99,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
99,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
99,"short_slow",1,"om","Deterministic","F1","LN_R0",10
99,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
99,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
99,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
100,"short_slow",1,"om","Deterministic","F1","SSB",19332.1
100,"short_slow",1,"om","Deterministic","F1","Recruit",19240.1
100,"short_slow",1,"om","Deterministic","F1","SPR",0.507589
100,"short_slow",1,"om","Deterministic","F1","F",0.0781694
100,"short_slow",1,"om","Deterministic","F1","Depletion",0.425328
100,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
100,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
100,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
100,"short_slow",1,"om","Deterministic","F1","LN_R0",10
100,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
100,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
100,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
1,"short_fast",1,"om","Deterministic","F1","SSB",88718.4
1,"short_fast",1,"om","Deterministic","F1","Recruit",22026.5
1,"short_fast",1,"om","Deterministic","F1","SPR",0.9868004
1,"short_fast",1,"om","Deterministic","F1","F",0.00161652
1,"short_fast",1,"om","Deterministic","F1","Depletion",1
1,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
1,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
1,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
1,"short_fast",1,"om","Deterministic","F1","LN_R0",10
1,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
1,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
1,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
2,"short_fast",1,"om","Deterministic","F1","SSB",88571.8
2,"short_fast",1,"om","Deterministic","F1","Recruit",22021.5
2,"short_fast",1,"om","Deterministic","F1","SPR",0.9846273
2,"short_fast",1,"om","Deterministic","F1","F",0.00188568
2,"short_fast",1,"om","Deterministic","F1","Depletion",0.998347
2,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
2,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
2,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
2,"short_fast",1,"om","Deterministic","F1","LN_R0",10
2,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
2,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
2,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
3,"short_fast",1,"om","Deterministic","F1","SSB",88410.2
3,"short_fast",1,"om","Deterministic","F1","Recruit",22017.1
3,"short_fast",1,"om","Deterministic","F1","SPR",0.9824619
3,"short_fast",1,"om","Deterministic","F1","F",0.00215477
3,"short_fast",1,"om","Deterministic","F1","Depletion",0.996525
3,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
3,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
3,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
3,"short_fast",1,"om","Deterministic","F1","LN_R0",10
3,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
3,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
3,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
4,"short_fast",1,"om","Deterministic","F1","SSB",88236.6
4,"short_fast",1,"om","Deterministic","F1","Recruit",22012.5
4,"short_fast",1,"om","Deterministic","F1","SPR",0.9803039
4,"short_fast",1,"om","Deterministic","F1","F",0.00242382
4,"short_fast",1,"om","Deterministic","F1","Depletion",0.994569
4,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
4,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
4,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
4,"short_fast",1,"om","Deterministic","F1","LN_R0",10
4,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
4,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
4,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
5,"short_fast",1,"om","Deterministic","F1","SSB",88054.3
5,"short_fast",1,"om","Deterministic","F1","Recruit",22007.6
5,"short_fast",1,"om","Deterministic","F1","SPR",0.9781535
5,"short_fast",1,"om","Deterministic","F1","F",0.00269283
5,"short_fast",1,"om","Deterministic","F1","Depletion",0.992515
5,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
5,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
5,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
5,"short_fast",1,"om","Deterministic","F1","LN_R0",10
5,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
5,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
5,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
6,"short_fast",1,"om","Deterministic","F1","SSB",87865.8
6,"short_fast",1,"om","Deterministic","F1","Recruit",22002.5
6,"short_fast",1,"om","Deterministic","F1","SPR",0.9760105
6,"short_fast",1,"om","Deterministic","F1","F",0.00296178
6,"short_fast",1,"om","Deterministic","F1","Depletion",0.99039
6,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
6,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
6,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
6,"short_fast",1,"om","Deterministic","F1","LN_R0",10
6,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
6,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
6,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
7,"short_fast",1,"om","Deterministic","F1","SSB",87672.7
7,"short_fast",1,"om","Deterministic","F1","Recruit",21997.3
7,"short_fast",1,"om","Deterministic","F1","SPR",0.973875
7,"short_fast",1,"om","Deterministic","F1","F",0.00323069
7,"short_fast",1,"om","Deterministic","F1","Depletion",0.988213
7,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
7,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
7,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
7,"short_fast",1,"om","Deterministic","F1","LN_R0",10
7,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
7,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
7,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
8,"short_fast",1,"om","Deterministic","F1","SSB",87476.1
8,"short_fast",1,"om","Deterministic","F1","Recruit",21991.9
8,"short_fast",1,"om","Deterministic","F1","SPR",0.9717468
8,"short_fast",1,"om","Deterministic","F1","F",0.00349956
8,"short_fast",1,"om","Deterministic","F1","Depletion",0.985997
8,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
8,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
8,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
8,"short_fast",1,"om","Deterministic","F1","LN_R0",10
8,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
8,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
8,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
9,"short_fast",1,"om","Deterministic","F1","SSB",87276.9
9,"short_fast",1,"om","Deterministic","F1","Recruit",21986.5
9,"short_fast",1,"om","Deterministic","F1","SPR",0.969626
9,"short_fast",1,"om","Deterministic","F1","F",0.00376837
9,"short_fast",1,"om","Deterministic","F1","Depletion",0.983752
9,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
9,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
9,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
9,"short_fast",1,"om","Deterministic","F1","LN_R0",10
9,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
9,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
9,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
10,"short_fast",1,"om","Deterministic","F1","SSB",87075.7
10,"short_fast",1,"om","Deterministic","F1","Recruit",21980.9
10,"short_fast",1,"om","Deterministic","F1","SPR",0.9675126
10,"short_fast",1,"om","Deterministic","F1","F",0.00403714
10,"short_fast",1,"om","Deterministic","F1","Depletion",0.981484
10,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
10,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
10,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
10,"short_fast",1,"om","Deterministic","F1","LN_R0",10
10,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
10,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
10,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
11,"short_fast",1,"om","Deterministic","F1","SSB",86873
11,"short_fast",1,"om","Deterministic","F1","Recruit",21975.4
11,"short_fast",1,"om","Deterministic","F1","SPR",0.9654064
11,"short_fast",1,"om","Deterministic","F1","F",0.00430585
11,"short_fast",1,"om","Deterministic","F1","Depletion",0.979199
11,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
11,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
11,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
11,"short_fast",1,"om","Deterministic","F1","LN_R0",10
11,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
11,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
11,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
12,"short_fast",1,"om","Deterministic","F1","SSB",86669.1
12,"short_fast",1,"om","Deterministic","F1","Recruit",21969.7
12,"short_fast",1,"om","Deterministic","F1","SPR",0.9633075
12,"short_fast",1,"om","Deterministic","F1","F",0.00457452
12,"short_fast",1,"om","Deterministic","F1","Depletion",0.9769
12,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
12,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
12,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
12,"short_fast",1,"om","Deterministic","F1","LN_R0",10
12,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
12,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
12,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
13,"short_fast",1,"om","Deterministic","F1","SSB",86464.3
13,"short_fast",1,"om","Deterministic","F1","Recruit",21964
13,"short_fast",1,"om","Deterministic","F1","SPR",0.9612158
13,"short_fast",1,"om","Deterministic","F1","F",0.00484313
13,"short_fast",1,"om","Deterministic","F1","Depletion",0.974592
13,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
13,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
13,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
13,"short_fast",1,"om","Deterministic","F1","LN_R0",10
13,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
13,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
13,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
14,"short_fast",1,"om","Deterministic","F1","SSB",86258.8
14,"short_fast",1,"om","Deterministic","F1","Recruit",21958.3
14,"short_fast",1,"om","Deterministic","F1","SPR",0.9591313
14,"short_fast",1,"om","Deterministic","F1","F",0.0051117
14,"short_fast",1,"om","Deterministic","F1","Depletion",0.972276
14,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
14,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
14,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
14,"short_fast",1,"om","Deterministic","F1","LN_R0",10
14,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
14,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
14,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
15,"short_fast",1,"om","Deterministic","F1","SSB",86052.8
15,"short_fast",1,"om","Deterministic","F1","Recruit",21952.5
15,"short_fast",1,"om","Deterministic","F1","SPR",0.9570539
15,"short_fast",1,"om","Deterministic","F1","F",0.00538021
15,"short_fast",1,"om","Deterministic","F1","Depletion",0.969955
15,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
15,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
15,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
15,"short_fast",1,"om","Deterministic","F1","LN_R0",10
15,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
15,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
15,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
16,"short_fast",1,"om","Deterministic","F1","SSB",85846.6
16,"short_fast",1,"om","Deterministic","F1","Recruit",21946.7
16,"short_fast",1,"om","Deterministic","F1","SPR",0.9549836
16,"short_fast",1,"om","Deterministic","F1","F",0.00564868
16,"short_fast",1,"om","Deterministic","F1","Depletion",0.96763
16,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
16,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
16,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
16,"short_fast",1,"om","Deterministic","F1","LN_R0",10
16,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
16,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
16,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
17,"short_fast",1,"om","Deterministic","F1","SSB",85640.2
17,"short_fast",1,"om","Deterministic","F1","Recruit",21940.9
17,"short_fast",1,"om","Deterministic","F1","SPR",0.9529205
17,"short_fast",1,"om","Deterministic","F1","F",0.00591709
17,"short_fast",1,"om","Deterministic","F1","Depletion",0.965304
17,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
17,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
17,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
17,"short_fast",1,"om","Deterministic","F1","LN_R0",10
17,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
17,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
17,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
18,"short_fast",1,"om","Deterministic","F1","SSB",85433.8
18,"short_fast",1,"om","Deterministic","F1","Recruit",21935
18,"short_fast",1,"om","Deterministic","F1","SPR",0.9508644
18,"short_fast",1,"om","Deterministic","F1","F",0.00618545
18,"short_fast",1,"om","Deterministic","F1","Depletion",0.962977
18,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
18,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
18,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
18,"short_fast",1,"om","Deterministic","F1","LN_R0",10
18,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
18,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
18,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
19,"short_fast",1,"om","Deterministic","F1","SSB",85227.4
19,"short_fast",1,"om","Deterministic","F1","Recruit",21929.1
19,"short_fast",1,"om","Deterministic","F1","SPR",0.9488153
19,"short_fast",1,"om","Deterministic","F1","F",0.00645376
19,"short_fast",1,"om","Deterministic","F1","Depletion",0.960651
19,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
19,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
19,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
19,"short_fast",1,"om","Deterministic","F1","LN_R0",10
19,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
19,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
19,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
20,"short_fast",1,"om","Deterministic","F1","SSB",85021.2
20,"short_fast",1,"om","Deterministic","F1","Recruit",21923.2
20,"short_fast",1,"om","Deterministic","F1","SPR",0.9467731
20,"short_fast",1,"om","Deterministic","F1","F",0.00672202
20,"short_fast",1,"om","Deterministic","F1","Depletion",0.958327
20,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
20,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
20,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
20,"short_fast",1,"om","Deterministic","F1","LN_R0",10
20,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
20,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
20,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
21,"short_fast",1,"om","Deterministic","F1","SSB",84815.3
21,"short_fast",1,"om","Deterministic","F1","Recruit",21917.3
21,"short_fast",1,"om","Deterministic","F1","SPR",0.944738
21,"short_fast",1,"om","Deterministic","F1","F",0.00699023
21,"short_fast",1,"om","Deterministic","F1","Depletion",0.956005
21,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
21,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
21,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
21,"short_fast",1,"om","Deterministic","F1","LN_R0",10
21,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
21,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
21,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
22,"short_fast",1,"om","Deterministic","F1","SSB",84609.6
22,"short_fast",1,"om","Deterministic","F1","Recruit",21911.4
22,"short_fast",1,"om","Deterministic","F1","SPR",0.9427097
22,"short_fast",1,"om","Deterministic","F1","F",0.00725839
22,"short_fast",1,"om","Deterministic","F1","Depletion",0.953687
22,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
22,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
22,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
22,"short_fast",1,"om","Deterministic","F1","LN_R0",10
22,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
22,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
22,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
23,"short_fast",1,"om","Deterministic","F1","SSB",84404.3
23,"short_fast",1,"om","Deterministic","F1","Recruit",21905.4
23,"short_fast",1,"om","Deterministic","F1","SPR",0.9406883
23,"short_fast",1,"om","Deterministic","F1","F",0.0075265
23,"short_fast",1,"om","Deterministic","F1","Depletion",0.951372
23,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
23,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
23,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
23,"short_fast",1,"om","Deterministic","F1","LN_R0",10
23,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
23,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
23,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
24,"short_fast",1,"om","Deterministic","F1","SSB",84199.3
24,"short_fast",1,"om","Deterministic","F1","Recruit",21899.4
24,"short_fast",1,"om","Deterministic","F1","SPR",0.9386738
24,"short_fast",1,"om","Deterministic","F1","F",0.00779455
24,"short_fast",1,"om","Deterministic","F1","Depletion",0.949062
24,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
24,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
24,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
