"","lifehistory","Rest","SigmaR","Lyears","Nsamp","Fscen","variable","year","mre","mare","pconverge"
"108","short_fast","R_biasadjusted","HighSigmaR","L75","N200","F1","SSB0",100,-0.0113922252881025,0.0923748624862486,1
"109","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","Depletion",100,-0.123467090228759,0.484734937102878,1
"110","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","F",100,-0.0346716979773839,0.471271741269719,1
"111","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","OFL",100,0.0415553920397503,0.471543100585654,1
"112","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","Recruit",100,0.438419029060789,0.595999901339055,1
"113","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","Selex_ascend",100,-0.0394598039215686,0.0905450980392157,1
"114","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","Selex_peak",100,-0.0187214285714286,0.174979761904762,1
"115","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","SPR",100,0.0140822594658278,0.284242763338055,1
"116","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","SSB",100,0.0233511926974069,0.490196406868856,1
"117","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","SSB0",100,0.096795981721497,0.190866028781822,1
"118","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","Depletion",100,0.0113865287067263,0.229934372557821,1
"119","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","F",100,-0.00682562023770809,0.313021546120015,1
"120","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","OFL",100,0.0103099032342722,0.354461242104237,1
"121","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","Recruit",100,0.383665130888063,0.56654422171983,1
"122","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","Selex_ascend",100,-0.0155441176470587,0.0199049019607842,1
"123","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","Selex_peak",100,-0.0111976190476191,0.0239583333333334,1
"124","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","SPR",100,-0.00408302780399098,0.1851034990908,1
"125","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","SSB",100,0.00716827525299224,0.349122138162541,1
"126","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","SSB0",100,0.0200088884390888,0.139789405596636,1
"127","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","Depletion",100,0.00671853317379358,0.220947556073595,1
"128","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","F",100,0.0168699111017772,0.317653178800507,1
"129","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","OFL",100,-0.0264907968099501,0.352992961776007,1
"130","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","Recruit",100,0.339707980060027,0.56879139650634,1
"131","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","Selex_ascend",100,-0.0104107843137254,0.0136862745098038,1
"132","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","Selex_peak",100,-0.0138261904761905,0.0171690476190476,1
"133","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","SPR",100,-0.0202870826593956,0.192374145223793,1
"134","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","SSB",100,-0.012088905270584,0.327272933709703,1
"135","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","SSB0",100,0.0124735161916998,0.139109572012857,1
"136","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","Depletion",100,-0.132460838148999,0.237351610652123,1
"137","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","F",100,0.171069017377367,0.320971381858828,1
"138","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","OFL",100,-0.163816737113365,0.332739841020467,1
"139","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","Recruit",100,0.26126327817212,0.475030750071766,1
"140","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","Selex_ascend",100,-0.00174117647058815,0.00461960784313722,1
"141","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","Selex_peak",100,-0.00321785714285713,0.0062095238095238,1
"142","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","SPR",100,-0.102087515686904,0.191779175671656,1
"143","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","SSB",100,-0.156260585115097,0.316689846648697,1
"144","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","SSB0",100,-0.0339212757110202,0.0893706149083765,1
