"","lifehistory","Rest","SigmaR","Lyears","Nsamp","variable","year","mre","mare","pconverge"
"75","long_fast","R_unadjusted","LowSigmaR","L20","N50","SSB",100,0.0370552548911865,0.182857271785923,1
"76","long_fast","R_unadjusted","LowSigmaR","L20","N50","SSB0",100,0.0948092469153312,0.0948092469153312,1
"77","long_fast","R_unadjusted","LowSigmaR","L20","N50","SSBmsy",100,0.0925855513307984,0.0925855513307984,1
"78","long_fast","R_unadjusted","LowSigmaR","L75","N50","Depletion",100,-0.017120960359568,0.0891216142505121,1
"79","long_fast","R_unadjusted","LowSigmaR","L75","N50","F",100,-0.0247432468789933,0.128066714060417,1
"80","long_fast","R_unadjusted","LowSigmaR","L75","N50","Fmsy",100,-0.000505922668033726,0.00254512830198859,1
"81","long_fast","R_unadjusted","LowSigmaR","L75","N50","MSY",100,0.0551652026651385,0.0616730244532445,1
"82","long_fast","R_unadjusted","LowSigmaR","L75","N50","Recruit",100,0.139463310895105,0.307308205452084,1
"83","long_fast","R_unadjusted","LowSigmaR","L75","N50","Selex_peak",100,-0.00159880952380956,0.00937023809523804,1
"84","long_fast","R_unadjusted","LowSigmaR","L75","N50","Selex_shape",100,0.000809803921568708,0.00739411764705876,1
"85","long_fast","R_unadjusted","LowSigmaR","L75","N50","SPR",100,0.015549802950413,0.0692535309004053,1
"86","long_fast","R_unadjusted","LowSigmaR","L75","N50","SSB",100,0.0395888756007313,0.133505015848145,1
"87","long_fast","R_unadjusted","LowSigmaR","L75","N50","SSB0",100,0.0559834251077553,0.0608732649701245,1
"88","long_fast","R_unadjusted","LowSigmaR","L75","N50","SSBmsy",100,0.056059885931559,0.0619813192263184,1
"89","long_slow","R_biasadjusted","LowSigmaR","L1","N50","Depletion",100,0.101928808132966,0.412865037494067,1
"90","long_slow","R_biasadjusted","LowSigmaR","L1","N50","F",100,-0.060650238944046,0.408850687562129,1
"91","long_slow","R_biasadjusted","LowSigmaR","L1","N50","Fmsy",100,0.0230403487082256,0.0455008201354242,1
"92","long_slow","R_biasadjusted","LowSigmaR","L1","N50","MSY",100,0.0486869867757808,0.068671452422038,1
"93","long_slow","R_biasadjusted","LowSigmaR","L1","N50","Recruit",100,0.157825812746542,0.402077650261497,1
"94","long_slow","R_biasadjusted","LowSigmaR","L1","N50","Selex_peak",100,-0.015495238095238,0.0943464285714286,1
"95","long_slow","R_biasadjusted","LowSigmaR","L1","N50","Selex_shape",100,-0.0450431372549019,0.0806921568627451,1
"96","long_slow","R_biasadjusted","LowSigmaR","L1","N50","SPR",100,0.0652651562794795,0.235248569272373,1
"97","long_slow","R_biasadjusted","LowSigmaR","L1","N50","SSB",100,0.0816044612240364,0.44663180468864,1
"98","long_slow","R_biasadjusted","LowSigmaR","L1","N50","SSB0",100,0.0102381495051581,0.103123099459745,1
"99","long_slow","R_biasadjusted","LowSigmaR","L1","N50","SSBmsy",100,-0.00183248147707912,0.111024604778319,1
"100","long_slow","R_biasadjusted","LowSigmaR","L10","N50","Depletion",100,0.0308188885499313,0.18246990528829,1
"101","long_slow","R_biasadjusted","LowSigmaR","L10","N50","F",100,-0.0408703882540327,0.150611519924829,1
"102","long_slow","R_biasadjusted","LowSigmaR","L10","N50","Fmsy",100,0.00115975456205426,0.0188899910900878,1
"103","long_slow","R_biasadjusted","LowSigmaR","L10","N50","MSY",100,0.019662167843087,0.0449595426173785,1
"104","long_slow","R_biasadjusted","LowSigmaR","L10","N50","Recruit",100,0.163534317052571,0.270844754078021,1
"105","long_slow","R_biasadjusted","LowSigmaR","L10","N50","Selex_peak",100,-0.00327142857142856,0.0490119047619047,1
"106","long_slow","R_biasadjusted","LowSigmaR","L10","N50","Selex_shape",100,-0.000240196078431335,0.0344107843137256,1
"107","long_slow","R_biasadjusted","LowSigmaR","L10","N50","SPR",100,0.0306948069303819,0.0933618561725678,1
"108","long_slow","R_biasadjusted","LowSigmaR","L10","N50","SSB",100,0.0458898913774224,0.184076685538535,1
"109","long_slow","R_biasadjusted","LowSigmaR","L10","N50","SSB0",100,0.016440711161404,0.0511838755158303,1
"110","long_slow","R_biasadjusted","LowSigmaR","L10","N50","SSBmsy",100,0.0147014540988153,0.052343595229605,1
"111","long_slow","R_biasadjusted","LowSigmaR","L20","N50","Depletion",100,0.0435159516828608,0.123749431831289,1
"112","long_slow","R_biasadjusted","LowSigmaR","L20","N50","F",100,-0.0171143157444629,0.148910130150349,1
"113","long_slow","R_biasadjusted","LowSigmaR","L20","N50","Fmsy",100,0.00571081389685682,0.00997274902552923,1
"114","long_slow","R_biasadjusted","LowSigmaR","L20","N50","MSY",100,0.00961088045353902,0.0433240314050182,1
"115","long_slow","R_biasadjusted","LowSigmaR","L20","N50","Recruit",100,0.131810823139867,0.263786813389121,1
"116","long_slow","R_biasadjusted","LowSigmaR","L20","N50","Selex_peak",100,-0.00680357142857143,0.0188166666666666,1
"117","long_slow","R_biasadjusted","LowSigmaR","L20","N50","Selex_shape",100,-0.0112941176470587,0.0230294117647059,1
"118","long_slow","R_biasadjusted","LowSigmaR","L20","N50","SPR",100,0.0133865401547074,0.0863398921451482,1
