"","lifehistory","Rest","SigmaR","Lyears","Nsamp","Fscen","variable","year","label","mre","mare","n_nonconverge"
"170","long_fast","R_biasadjusted","LowSigmaR","L1","N200","F1","Fraction of unfished",100,"L1_N200",0.135963241491684,0.267679996851949,2
"171","long_fast","R_biasadjusted","LowSigmaR","L1","N200","F1","OFL",100,"L1_N200",0.148914727725987,0.298488370312187,2
"172","long_fast","R_biasadjusted","LowSigmaR","L1","N200","F1","Recruit",100,"L1_N200",0.124281859131294,0.317485960236989,2
"173","long_fast","R_biasadjusted","LowSigmaR","L1","N200","F1","SPR",100,"L1_N200",0.0713456045877856,0.152287439889121,2
"174","long_fast","R_biasadjusted","LowSigmaR","L1","N200","F1","SSB",100,"L1_N200",0.189316674568014,0.354247323705461,2
"175","long_fast","R_biasadjusted","LowSigmaR","L1","N200","F1","SSB0",100,"L1_N200",0.0310594241951496,0.0720280194606994,2
"176","long_fast","R_biasadjusted","LowSigmaR","L1","N50","F1","F",100,"L1_N50",-0.251072803782622,0.357157522963287,1
"177","long_fast","R_biasadjusted","LowSigmaR","L1","N50","F1","Fraction of unfished",100,"L1_N50",0.246219781544565,0.375733786982323,1
"178","long_fast","R_biasadjusted","LowSigmaR","L1","N50","F1","OFL",100,"L1_N50",0.268887532996818,0.449127978286333,1
"179","long_fast","R_biasadjusted","LowSigmaR","L1","N50","F1","Recruit",100,"L1_N50",0.208004610124762,0.38833104907854,1
"180","long_fast","R_biasadjusted","LowSigmaR","L1","N50","F1","SPR",100,"L1_N50",0.124641579239746,0.211106788344241,1
"181","long_fast","R_biasadjusted","LowSigmaR","L1","N50","F1","SSB",100,"L1_N50",0.383844022693327,0.505130275686445,1
"182","long_fast","R_biasadjusted","LowSigmaR","L1","N50","F1","SSB0",100,"L1_N50",0.0841755409346809,0.123522411252181,1
"183","long_fast","R_biasadjusted","LowSigmaR","L10","N200","F1","F",100,"L10_N200",0.0433179912187946,0.126055238969893,0
"184","long_fast","R_biasadjusted","LowSigmaR","L10","N200","F1","Fraction of unfished",100,"L10_N200",-0.0307114223252323,0.1217938610702,0
"185","long_fast","R_biasadjusted","LowSigmaR","L10","N200","F1","OFL",100,"L10_N200",-0.0359331823026144,0.130454974875929,0
"186","long_fast","R_biasadjusted","LowSigmaR","L10","N200","F1","Recruit",100,"L10_N200",0.0503822086898748,0.242208364094586,0
"187","long_fast","R_biasadjusted","LowSigmaR","L10","N200","F1","SPR",100,"L10_N200",-0.0195141750383906,0.0662075389469865,0
"188","long_fast","R_biasadjusted","LowSigmaR","L10","N200","F1","SSB",100,"L10_N200",-0.0527725491124788,0.122717014068022,0
"189","long_fast","R_biasadjusted","LowSigmaR","L10","N200","F1","SSB0",100,"L10_N200",-0.00890098845060522,0.0485931690232036,0
"190","long_fast","R_biasadjusted","LowSigmaR","L10","N50","F1","F",100,"L10_N50",0.099377054322726,0.223720192385449,0
"191","long_fast","R_biasadjusted","LowSigmaR","L10","N50","F1","Fraction of unfished",100,"L10_N50",-0.120809999423313,0.214452723456035,0
"192","long_fast","R_biasadjusted","LowSigmaR","L10","N50","F1","OFL",100,"L10_N50",-0.0848691278711335,0.225402293484527,0
"193","long_fast","R_biasadjusted","LowSigmaR","L10","N50","F1","Recruit",100,"L10_N50",0.0578066828028354,0.264563716572613,0
"194","long_fast","R_biasadjusted","LowSigmaR","L10","N50","F1","SPR",100,"L10_N50",-0.0540207654913521,0.122594395823708,0
"195","long_fast","R_biasadjusted","LowSigmaR","L10","N50","F1","SSB",100,"L10_N50",-0.10291888983527,0.249125834662311,0
"196","long_fast","R_biasadjusted","LowSigmaR","L10","N50","F1","SSB0",100,"L10_N50",-0.0121444383467038,0.0528540509209301,0
"197","long_fast","R_biasadjusted","LowSigmaR","L20","N200","F1","F",100,"L20_N200",0.0219724909628458,0.125079095379737,0
"198","long_fast","R_biasadjusted","LowSigmaR","L20","N200","F1","Fraction of unfished",100,"L20_N200",-0.0217981308501961,0.102482001977565,0
