"","lifehistory","Rest","SigmaR","Lyears","Nsamp","Fscen","label","n_re1"
"29","long_fast","R_biasadjusted","LowSigmaR","L100","perfect","F2","perfect",0
"30","long_fast","R_biasadjusted","LowSigmaR","L1","N200","F1","L1_N200",2
"31","long_fast","R_biasadjusted","LowSigmaR","L1","N200","F2","L1_N200",0
"32","long_fast","R_biasadjusted","LowSigmaR","L1","N50","F1","L1_N50",5
"33","long_fast","R_biasadjusted","LowSigmaR","L10","N200","F1","L10_N200",0
"34","long_fast","R_biasadjusted","LowSigmaR","L10","N200","F2","L10_N200",0
"35","long_fast","R_biasadjusted","LowSigmaR","L10","N50","F1","L10_N50",0
"36","long_fast","R_biasadjusted","LowSigmaR","L2","N200","F1","L2_N200",0
"37","long_fast","R_biasadjusted","LowSigmaR","L2","N200","F2","L2_N200",0
"38","long_fast","R_biasadjusted","LowSigmaR","L2","N50","F1","L2_N50",13
"39","long_fast","R_biasadjusted","LowSigmaR","L20","N200","F1","L20_N200",0
"40","long_fast","R_biasadjusted","LowSigmaR","L20","N200","F2","L20_N200",0
"41","long_fast","R_biasadjusted","LowSigmaR","L20","N50","F1","L20_N50",0
"42","long_fast","R_biasadjusted","LowSigmaR","L20","Ndecline","F1","L20_Ndecline",0
"43","long_fast","R_biasadjusted","LowSigmaR","L5","N200","F1","L5_N200",0
"44","long_fast","R_biasadjusted","LowSigmaR","L5","N200","F2","L5_N200",0
"45","long_fast","R_biasadjusted","LowSigmaR","L5","N50","F1","L5_N50",0
"46","long_fast","R_biasadjusted","LowSigmaR","L75","N200","F1","L75_N200",0
"47","long_fast","R_biasadjusted","LowSigmaR","L75","N200","F2","L75_N200",0
"48","long_fast","R_biasadjusted","LowSigmaR","L75","N50","F1","L75_N50",0
"49","long_fast","R_unadjusted","HighSigmaR","L100","perfect","F1","data-rich",0
"50","long_fast","R_unadjusted","HighSigmaR","L100","perfect","F1","perfect",1
"51","long_fast","R_unadjusted","HighSigmaR","L100","perfect","F2","data-rich",0
"52","long_fast","R_unadjusted","HighSigmaR","L100","perfect","F2","perfect",0
"53","long_fast","R_unadjusted","HighSigmaR","L1","N200","F1","L1_N200",1
"54","long_fast","R_unadjusted","HighSigmaR","L1","N200","F2","L1_N200",0
"55","long_fast","R_unadjusted","HighSigmaR","L1","N50","F1","L1_N50",7
"56","long_fast","R_unadjusted","HighSigmaR","L10","N200","F1","L10_N200",1
"57","long_fast","R_unadjusted","HighSigmaR","L10","N200","F2","L10_N200",0
"58","long_fast","R_unadjusted","HighSigmaR","L10","N50","F1","L10_N50",0
"59","long_fast","R_unadjusted","HighSigmaR","L2","N200","F1","L2_N200",0
"60","long_fast","R_unadjusted","HighSigmaR","L2","N200","F2","L2_N200",0
"61","long_fast","R_unadjusted","HighSigmaR","L2","N50","F1","L2_N50",6
"62","long_fast","R_unadjusted","HighSigmaR","L20","N200","F1","L20_N200",1
"63","long_fast","R_unadjusted","HighSigmaR","L20","N200","F2","L20_N200",0
"64","long_fast","R_unadjusted","HighSigmaR","L20","N50","F1","L20_N50",0
"65","long_fast","R_unadjusted","HighSigmaR","L20","N50","F2","L20_N50",0
"66","long_fast","R_unadjusted","HighSigmaR","L20","Ndecline","F1","L20_Ndecline",0
"67","long_fast","R_unadjusted","HighSigmaR","L20","Ndecline","F2","L20_Ndecline",0
"68","long_fast","R_unadjusted","HighSigmaR","L5","N200","F1","L5_N200",1
"69","long_fast","R_unadjusted","HighSigmaR","L5","N200","F2","L5_N200",1
"70","long_fast","R_unadjusted","HighSigmaR","L5","N50","F1","L5_N50",1
"71","long_fast","R_unadjusted","HighSigmaR","L75","N200","F1","L75_N200",1
"72","long_fast","R_unadjusted","HighSigmaR","L75","N200","F2","L75_N200",0
"73","long_fast","R_unadjusted","HighSigmaR","L75","N50","F1","L75_N50",0
"74","long_fast","R_unadjusted","LowSigmaR","L100","perfect","F1","data-rich",0
"75","long_fast","R_unadjusted","LowSigmaR","L100","perfect","F1","perfect",0
"76","long_fast","R_unadjusted","LowSigmaR","L100","perfect","F2","data-rich",0
"77","long_fast","R_unadjusted","LowSigmaR","L100","perfect","F2","perfect",0
"78","long_fast","R_unadjusted","LowSigmaR","L1","N200","F1","L1_N200",2
"79","long_fast","R_unadjusted","LowSigmaR","L1","N200","F2","L1_N200",0
"80","long_fast","R_unadjusted","LowSigmaR","L1","N50","F1","L1_N50",2
"81","long_fast","R_unadjusted","LowSigmaR","L10","N200","F1","L10_N200",0
"82","long_fast","R_unadjusted","LowSigmaR","L10","N200","F2","L10_N200",0
"83","long_fast","R_unadjusted","LowSigmaR","L10","N50","F1","L10_N50",0
"84","long_fast","R_unadjusted","LowSigmaR","L2","N200","F1","L2_N200",0
"85","long_fast","R_unadjusted","LowSigmaR","L2","N200","F2","L2_N200",0
"86","long_fast","R_unadjusted","LowSigmaR","L2","N50","F1","L2_N50",11
"87","long_fast","R_unadjusted","LowSigmaR","L20","N200","F1","L20_N200",0
"88","long_fast","R_unadjusted","LowSigmaR","L20","N200","F2","L20_N200",0
"89","long_fast","R_unadjusted","LowSigmaR","L20","N50","F1","L20_N50",0
"90","long_fast","R_unadjusted","LowSigmaR","L20","Ndecline","F1","L20_Ndecline",0
"91","long_fast","R_unadjusted","LowSigmaR","L5","N200","F1","L5_N200",0
"92","long_fast","R_unadjusted","LowSigmaR","L5","N200","F2","L5_N200",0
"93","long_fast","R_unadjusted","LowSigmaR","L5","N50","F1","L5_N50",0
"94","long_fast","R_unadjusted","LowSigmaR","L75","N200","F1","L75_N200",0
"95","long_fast","R_unadjusted","LowSigmaR","L75","N200","F2","L75_N200",0
"96","long_fast","R_unadjusted","LowSigmaR","L75","N50","F1","L75_N50",0
"97","long_slow","R_biasadjusted","HighSigmaR","L100","perfect","F1","data-rich",0
"98","long_slow","R_biasadjusted","HighSigmaR","L100","perfect","F1","perfect",0
"99","long_slow","R_biasadjusted","HighSigmaR","L100","perfect","F2","data-rich",0
"100","long_slow","R_biasadjusted","HighSigmaR","L100","perfect","F2","perfect",0
"101","long_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","L1_N200",15
"102","long_slow","R_biasadjusted","HighSigmaR","L1","N200","F2","L1_N200",6
"103","long_slow","R_biasadjusted","HighSigmaR","L1","N50","F1","L1_N50",17
"104","long_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","L10_N200",1
"105","long_slow","R_biasadjusted","HighSigmaR","L10","N200","F2","L10_N200",0
"106","long_slow","R_biasadjusted","HighSigmaR","L10","N50","F1","L10_N50",4
"107","long_slow","R_biasadjusted","HighSigmaR","L2","N200","F1","L2_N200",4
"108","long_slow","R_biasadjusted","HighSigmaR","L2","N200","F2","L2_N200",7
"109","long_slow","R_biasadjusted","HighSigmaR","L2","N50","F1","L2_N50",8
"110","long_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","L20_N200",1
"111","long_slow","R_biasadjusted","HighSigmaR","L20","N200","F2","L20_N200",0
"112","long_slow","R_biasadjusted","HighSigmaR","L20","N50","F1","L20_N50",4
"113","long_slow","R_biasadjusted","HighSigmaR","L20","N50","F2","L20_N50",0
"114","long_slow","R_biasadjusted","HighSigmaR","L20","Ndecline","F1","L20_Ndecline",2
"115","long_slow","R_biasadjusted","HighSigmaR","L20","Ndecline","F2","L20_Ndecline",0
"116","long_slow","R_biasadjusted","HighSigmaR","L5","N200","F1","L5_N200",2
"117","long_slow","R_biasadjusted","HighSigmaR","L5","N200","F2","L5_N200",1
"118","long_slow","R_biasadjusted","HighSigmaR","L5","N50","F1","L5_N50",9
"119","long_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","L75_N200",0
"120","long_slow","R_biasadjusted","HighSigmaR","L75","N200","F2","L75_N200",0
"121","long_slow","R_biasadjusted","HighSigmaR","L75","N50","F1","L75_N50",2
"122","long_slow","R_biasadjusted","LowSigmaR","L100","perfect","F1","data-rich",0
"123","long_slow","R_biasadjusted","LowSigmaR","L100","perfect","F1","perfect",0
"124","long_slow","R_biasadjusted","LowSigmaR","L100","perfect","F2","data-rich",0
"125","long_slow","R_biasadjusted","LowSigmaR","L100","perfect","F2","perfect",0
"126","long_slow","R_biasadjusted","LowSigmaR","L1","N200","F1","L1_N200",2
"127","long_slow","R_biasadjusted","LowSigmaR","L1","N200","F2","L1_N200",0
"128","long_slow","R_biasadjusted","LowSigmaR","L1","N50","F1","L1_N50",14
"129","long_slow","R_biasadjusted","LowSigmaR","L10","N200","F1","L10_N200",0
"130","long_slow","R_biasadjusted","LowSigmaR","L10","N200","F2","L10_N200",0
"131","long_slow","R_biasadjusted","LowSigmaR","L10","N50","F1","L10_N50",0
"132","long_slow","R_biasadjusted","LowSigmaR","L2","N200","F1","L2_N200",1
"133","long_slow","R_biasadjusted","LowSigmaR","L2","N200","F2","L2_N200",0
"134","long_slow","R_biasadjusted","LowSigmaR","L2","N50","F1","L2_N50",7
"135","long_slow","R_biasadjusted","LowSigmaR","L20","N200","F1","L20_N200",0
"136","long_slow","R_biasadjusted","LowSigmaR","L20","N200","F2","L20_N200",0
"137","long_slow","R_biasadjusted","LowSigmaR","L20","N50","F1","L20_N50",0
"138","long_slow","R_biasadjusted","LowSigmaR","L20","Ndecline","F1","L20_Ndecline",0
"139","long_slow","R_biasadjusted","LowSigmaR","L5","N200","F1","L5_N200",0
"140","long_slow","R_biasadjusted","LowSigmaR","L5","N200","F2","L5_N200",0
"141","long_slow","R_biasadjusted","LowSigmaR","L5","N50","F1","L5_N50",2
"142","long_slow","R_biasadjusted","LowSigmaR","L75","N200","F1","L75_N200",0
"143","long_slow","R_biasadjusted","LowSigmaR","L75","N200","F2","L75_N200",0
"144","long_slow","R_biasadjusted","LowSigmaR","L75","N50","F1","L75_N50",0
"145","long_slow","R_unadjusted","HighSigmaR","L100","perfect","F1","data-rich",0
"146","long_slow","R_unadjusted","HighSigmaR","L100","perfect","F1","perfect",0
"147","long_slow","R_unadjusted","HighSigmaR","L100","perfect","F2","data-rich",0
"148","long_slow","R_unadjusted","HighSigmaR","L100","perfect","F2","perfect",0
"149","long_slow","R_unadjusted","HighSigmaR","L1","N200","F1","L1_N200",2
"150","long_slow","R_unadjusted","HighSigmaR","L1","N200","F2","L1_N200",0
"151","long_slow","R_unadjusted","HighSigmaR","L1","N50","F1","L1_N50",4
"152","long_slow","R_unadjusted","HighSigmaR","L10","N200","F1","L10_N200",0
"153","long_slow","R_unadjusted","HighSigmaR","L10","N200","F2","L10_N200",0
"154","long_slow","R_unadjusted","HighSigmaR","L10","N50","F1","L10_N50",0
"155","long_slow","R_unadjusted","HighSigmaR","L2","N200","F1","L2_N200",1
"156","long_slow","R_unadjusted","HighSigmaR","L2","N200","F2","L2_N200",0
"157","long_slow","R_unadjusted","HighSigmaR","L2","N50","F1","L2_N50",3
"158","long_slow","R_unadjusted","HighSigmaR","L20","N200","F1","L20_N200",0
"159","long_slow","R_unadjusted","HighSigmaR","L20","N200","F2","L20_N200",0
"160","long_slow","R_unadjusted","HighSigmaR","L20","N50","F1","L20_N50",0
"161","long_slow","R_unadjusted","HighSigmaR","L20","N50","F2","L20_N50",0
"162","long_slow","R_unadjusted","HighSigmaR","L20","Ndecline","F1","L20_Ndecline",0
"163","long_slow","R_unadjusted","HighSigmaR","L20","Ndecline","F2","L20_Ndecline",0
"164","long_slow","R_unadjusted","HighSigmaR","L5","N200","F1","L5_N200",0
"165","long_slow","R_unadjusted","HighSigmaR","L5","N200","F2","L5_N200",0
"166","long_slow","R_unadjusted","HighSigmaR","L5","N50","F1","L5_N50",1
"167","long_slow","R_unadjusted","HighSigmaR","L75","N200","F1","L75_N200",0
"168","long_slow","R_unadjusted","HighSigmaR","L75","N200","F2","L75_N200",0
"169","long_slow","R_unadjusted","HighSigmaR","L75","N50","F1","L75_N50",0
"170","long_slow","R_unadjusted","LowSigmaR","L100","perfect","F1","data-rich",0
"171","long_slow","R_unadjusted","LowSigmaR","L100","perfect","F1","perfect",0
"172","long_slow","R_unadjusted","LowSigmaR","L100","perfect","F2","data-rich",0
"173","long_slow","R_unadjusted","LowSigmaR","L100","perfect","F2","perfect",0
"174","long_slow","R_unadjusted","LowSigmaR","L1","N200","F1","L1_N200",1
"175","long_slow","R_unadjusted","LowSigmaR","L1","N200","F2","L1_N200",0
"176","long_slow","R_unadjusted","LowSigmaR","L1","N50","F1","L1_N50",14
"177","long_slow","R_unadjusted","LowSigmaR","L10","N200","F1","L10_N200",0
"178","long_slow","R_unadjusted","LowSigmaR","L10","N200","F2","L10_N200",0
"179","long_slow","R_unadjusted","LowSigmaR","L10","N50","F1","L10_N50",0
"180","long_slow","R_unadjusted","LowSigmaR","L2","N200","F1","L2_N200",0
"181","long_slow","R_unadjusted","LowSigmaR","L2","N200","F2","L2_N200",0
"182","long_slow","R_unadjusted","LowSigmaR","L2","N50","F1","L2_N50",4
"183","long_slow","R_unadjusted","LowSigmaR","L20","N200","F1","L20_N200",0
"184","long_slow","R_unadjusted","LowSigmaR","L20","N200","F2","L20_N200",0
"185","long_slow","R_unadjusted","LowSigmaR","L20","N50","F1","L20_N50",0
"186","long_slow","R_unadjusted","LowSigmaR","L20","Ndecline","F1","L20_Ndecline",0
"187","long_slow","R_unadjusted","LowSigmaR","L5","N200","F1","L5_N200",0
"188","long_slow","R_unadjusted","LowSigmaR","L5","N200","F2","L5_N200",0
"189","long_slow","R_unadjusted","LowSigmaR","L5","N50","F1","L5_N50",0
"190","long_slow","R_unadjusted","LowSigmaR","L75","N200","F1","L75_N200",0
"191","long_slow","R_unadjusted","LowSigmaR","L75","N200","F2","L75_N200",0
"192","long_slow","R_unadjusted","LowSigmaR","L75","N50","F1","L75_N50",0
"193","short_fast","R_biasadjusted","HighSigmaR","L100","perfect","F1","data-rich",0
"194","short_fast","R_biasadjusted","HighSigmaR","L100","perfect","F1","perfect",1
"195","short_fast","R_biasadjusted","HighSigmaR","L100","perfect","F2","data-rich",0
"196","short_fast","R_biasadjusted","HighSigmaR","L100","perfect","F2","perfect",1
"197","short_fast","R_biasadjusted","HighSigmaR","L1","N200","F1","L1_N200",8
"198","short_fast","R_biasadjusted","HighSigmaR","L1","N200","F2","L1_N200",6
"199","short_fast","R_biasadjusted","HighSigmaR","L1","N50","F1","L1_N50",15
"200","short_fast","R_biasadjusted","HighSigmaR","L10","N200","F1","L10_N200",2
"201","short_fast","R_biasadjusted","HighSigmaR","L10","N200","F2","L10_N200",2
"202","short_fast","R_biasadjusted","HighSigmaR","L10","N50","F1","L10_N50",10
"203","short_fast","R_biasadjusted","HighSigmaR","L2","N200","F1","L2_N200",5
"204","short_fast","R_biasadjusted","HighSigmaR","L2","N200","F2","L2_N200",4
"205","short_fast","R_biasadjusted","HighSigmaR","L2","N50","F1","L2_N50",15
"206","short_fast","R_biasadjusted","HighSigmaR","L20","N200","F1","L20_N200",2
"207","short_fast","R_biasadjusted","HighSigmaR","L20","N200","F2","L20_N200",2
"208","short_fast","R_biasadjusted","HighSigmaR","L20","N50","F1","L20_N50",7
"209","short_fast","R_biasadjusted","HighSigmaR","L20","N50","F2","L20_N50",3
"210","short_fast","R_biasadjusted","HighSigmaR","L20","Ndecline","F1","L20_Ndecline",4
"211","short_fast","R_biasadjusted","HighSigmaR","L20","Ndecline","F2","L20_Ndecline",2
"212","short_fast","R_biasadjusted","HighSigmaR","L5","N200","F1","L5_N200",5
"213","short_fast","R_biasadjusted","HighSigmaR","L5","N200","F2","L5_N200",4
"214","short_fast","R_biasadjusted","HighSigmaR","L5","N50","F1","L5_N50",12
"215","short_fast","R_biasadjusted","HighSigmaR","L75","N200","F1","L75_N200",2
"216","short_fast","R_biasadjusted","HighSigmaR","L75","N200","F2","L75_N200",1
"217","short_fast","R_biasadjusted","HighSigmaR","L75","N50","F1","L75_N50",6
"218","short_fast","R_biasadjusted","LowSigmaR","L100","perfect","F1","data-rich",0
"219","short_fast","R_biasadjusted","LowSigmaR","L100","perfect","F1","perfect",0
"220","short_fast","R_biasadjusted","LowSigmaR","L100","perfect","F2","data-rich",0
"221","short_fast","R_biasadjusted","LowSigmaR","L100","perfect","F2","perfect",0
"222","short_fast","R_biasadjusted","LowSigmaR","L1","N200","F1","L1_N200",0
"223","short_fast","R_biasadjusted","LowSigmaR","L1","N200","F2","L1_N200",0
"224","short_fast","R_biasadjusted","LowSigmaR","L1","N50","F1","L1_N50",13
"225","short_fast","R_biasadjusted","LowSigmaR","L10","N200","F1","L10_N200",0
"226","short_fast","R_biasadjusted","LowSigmaR","L10","N200","F2","L10_N200",0
"227","short_fast","R_biasadjusted","LowSigmaR","L10","N50","F1","L10_N50",0
"228","short_fast","R_biasadjusted","LowSigmaR","L2","N200","F1","L2_N200",0
"229","short_fast","R_biasadjusted","LowSigmaR","L2","N200","F2","L2_N200",0
"230","short_fast","R_biasadjusted","LowSigmaR","L2","N50","F1","L2_N50",7
"231","short_fast","R_biasadjusted","LowSigmaR","L20","N200","F1","L20_N200",0
"232","short_fast","R_biasadjusted","LowSigmaR","L20","N200","F2","L20_N200",0
"233","short_fast","R_biasadjusted","LowSigmaR","L20","N50","F1","L20_N50",0
"234","short_fast","R_biasadjusted","LowSigmaR","L20","Ndecline","F1","L20_Ndecline",0
"235","short_fast","R_biasadjusted","LowSigmaR","L5","N200","F1","L5_N200",0
"236","short_fast","R_biasadjusted","LowSigmaR","L5","N200","F2","L5_N200",0
"237","short_fast","R_biasadjusted","LowSigmaR","L5","N50","F1","L5_N50",0
"238","short_fast","R_biasadjusted","LowSigmaR","L75","N200","F1","L75_N200",0
"239","short_fast","R_biasadjusted","LowSigmaR","L75","N200","F2","L75_N200",0
"240","short_fast","R_biasadjusted","LowSigmaR","L75","N50","F1","L75_N50",0
"241","short_fast","R_unadjusted","HighSigmaR","L100","perfect","F1","data-rich",0
"242","short_fast","R_unadjusted","HighSigmaR","L100","perfect","F1","perfect",6
"243","short_fast","R_unadjusted","HighSigmaR","L100","perfect","F2","data-rich",0
"244","short_fast","R_unadjusted","HighSigmaR","L100","perfect","F2","perfect",1
"245","short_fast","R_unadjusted","HighSigmaR","L1","N200","F1","L1_N200",0
"246","short_fast","R_unadjusted","HighSigmaR","L1","N200","F2","L1_N200",1
"247","short_fast","R_unadjusted","HighSigmaR","L1","N50","F1","L1_N50",3
"248","short_fast","R_unadjusted","HighSigmaR","L10","N200","F1","L10_N200",2
"249","short_fast","R_unadjusted","HighSigmaR","L10","N200","F2","L10_N200",2
"250","short_fast","R_unadjusted","HighSigmaR","L10","N50","F1","L10_N50",6
"251","short_fast","R_unadjusted","HighSigmaR","L2","N200","F1","L2_N200",2
"252","short_fast","R_unadjusted","HighSigmaR","L2","N200","F2","L2_N200",1
"253","short_fast","R_unadjusted","HighSigmaR","L2","N50","F1","L2_N50",8
"254","short_fast","R_unadjusted","HighSigmaR","L20","N200","F1","L20_N200",8
"255","short_fast","R_unadjusted","HighSigmaR","L20","N200","F2","L20_N200",2
"256","short_fast","R_unadjusted","HighSigmaR","L20","N50","F1","L20_N50",8
"257","short_fast","R_unadjusted","HighSigmaR","L20","N50","F2","L20_N50",2
"258","short_fast","R_unadjusted","HighSigmaR","L20","Ndecline","F1","L20_Ndecline",7
"259","short_fast","R_unadjusted","HighSigmaR","L20","Ndecline","F2","L20_Ndecline",2
"260","short_fast","R_unadjusted","HighSigmaR","L5","N200","F1","L5_N200",2
"261","short_fast","R_unadjusted","HighSigmaR","L5","N200","F2","L5_N200",1
"262","short_fast","R_unadjusted","HighSigmaR","L5","N50","F1","L5_N50",6
"263","short_fast","R_unadjusted","HighSigmaR","L75","N200","F1","L75_N200",2
"264","short_fast","R_unadjusted","HighSigmaR","L75","N200","F2","L75_N200",1
"265","short_fast","R_unadjusted","HighSigmaR","L75","N50","F1","L75_N50",5
"266","short_fast","R_unadjusted","LowSigmaR","L100","perfect","F1","data-rich",0
"267","short_fast","R_unadjusted","LowSigmaR","L100","perfect","F1","perfect",0
"268","short_fast","R_unadjusted","LowSigmaR","L100","perfect","F2","data-rich",0
"269","short_fast","R_unadjusted","LowSigmaR","L100","perfect","F2","perfect",0
"270","short_fast","R_unadjusted","LowSigmaR","L1","N200","F1","L1_N200",0
"271","short_fast","R_unadjusted","LowSigmaR","L1","N200","F2","L1_N200",0
"272","short_fast","R_unadjusted","LowSigmaR","L1","N50","F1","L1_N50",7
"273","short_fast","R_unadjusted","LowSigmaR","L10","N200","F1","L10_N200",0
"274","short_fast","R_unadjusted","LowSigmaR","L10","N200","F2","L10_N200",0
"275","short_fast","R_unadjusted","LowSigmaR","L10","N50","F1","L10_N50",0
"276","short_fast","R_unadjusted","LowSigmaR","L2","N200","F1","L2_N200",0
"277","short_fast","R_unadjusted","LowSigmaR","L2","N200","F2","L2_N200",0
"278","short_fast","R_unadjusted","LowSigmaR","L2","N50","F1","L2_N50",6
"279","short_fast","R_unadjusted","LowSigmaR","L20","N200","F1","L20_N200",0
"280","short_fast","R_unadjusted","LowSigmaR","L20","N200","F2","L20_N200",0
"281","short_fast","R_unadjusted","LowSigmaR","L20","N50","F1","L20_N50",0
"282","short_fast","R_unadjusted","LowSigmaR","L20","Ndecline","F1","L20_Ndecline",0
"283","short_fast","R_unadjusted","LowSigmaR","L5","N200","F1","L5_N200",0
"284","short_fast","R_unadjusted","LowSigmaR","L5","N200","F2","L5_N200",0
"285","short_fast","R_unadjusted","LowSigmaR","L5","N50","F1","L5_N50",0
"286","short_fast","R_unadjusted","LowSigmaR","L75","N200","F1","L75_N200",0
"287","short_fast","R_unadjusted","LowSigmaR","L75","N200","F2","L75_N200",0
"288","short_fast","R_unadjusted","LowSigmaR","L75","N50","F1","L75_N50",0
"289","short_slow","R_biasadjusted","HighSigmaR","L100","perfect","F1","data-rich",0
"290","short_slow","R_biasadjusted","HighSigmaR","L100","perfect","F1","perfect",1
"291","short_slow","R_biasadjusted","HighSigmaR","L100","perfect","F2","data-rich",0
"292","short_slow","R_biasadjusted","HighSigmaR","L100","perfect","F2","perfect",1
"293","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F1","L1_N200",10
"294","short_slow","R_biasadjusted","HighSigmaR","L1","N200","F2","L1_N200",7
"295","short_slow","R_biasadjusted","HighSigmaR","L1","N50","F1","L1_N50",23
"296","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F1","L10_N200",2
"297","short_slow","R_biasadjusted","HighSigmaR","L10","N200","F2","L10_N200",1
"298","short_slow","R_biasadjusted","HighSigmaR","L10","N50","F1","L10_N50",6
"299","short_slow","R_biasadjusted","HighSigmaR","L2","N200","F1","L2_N200",9
"300","short_slow","R_biasadjusted","HighSigmaR","L2","N200","F2","L2_N200",3
"301","short_slow","R_biasadjusted","HighSigmaR","L2","N50","F1","L2_N50",13
"302","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F1","L20_N200",1
"303","short_slow","R_biasadjusted","HighSigmaR","L20","N200","F2","L20_N200",1
"304","short_slow","R_biasadjusted","HighSigmaR","L20","N50","F1","L20_N50",5
"305","short_slow","R_biasadjusted","HighSigmaR","L20","N50","F2","L20_N50",2
"306","short_slow","R_biasadjusted","HighSigmaR","L20","Ndecline","F1","L20_Ndecline",4
"307","short_slow","R_biasadjusted","HighSigmaR","L20","Ndecline","F2","L20_Ndecline",1
"308","short_slow","R_biasadjusted","HighSigmaR","L5","N200","F1","L5_N200",5
"309","short_slow","R_biasadjusted","HighSigmaR","L5","N200","F2","L5_N200",1
"310","short_slow","R_biasadjusted","HighSigmaR","L5","N50","F1","L5_N50",10
"311","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F1","L75_N200",1
"312","short_slow","R_biasadjusted","HighSigmaR","L75","N200","F2","L75_N200",0
"313","short_slow","R_biasadjusted","HighSigmaR","L75","N50","F1","L75_N50",2
"314","short_slow","R_biasadjusted","LowSigmaR","L100","perfect","F1","data-rich",0
"315","short_slow","R_biasadjusted","LowSigmaR","L100","perfect","F1","perfect",0
"316","short_slow","R_biasadjusted","LowSigmaR","L100","perfect","F2","data-rich",0
"317","short_slow","R_biasadjusted","LowSigmaR","L100","perfect","F2","perfect",0
"318","short_slow","R_biasadjusted","LowSigmaR","L1","N200","F1","L1_N200",3
"319","short_slow","R_biasadjusted","LowSigmaR","L1","N200","F2","L1_N200",1
"320","short_slow","R_biasadjusted","LowSigmaR","L1","N50","F1","L1_N50",7
"321","short_slow","R_biasadjusted","LowSigmaR","L10","N200","F1","L10_N200",0
"322","short_slow","R_biasadjusted","LowSigmaR","L10","N200","F2","L10_N200",0
"323","short_slow","R_biasadjusted","LowSigmaR","L10","N50","F1","L10_N50",1
"324","short_slow","R_biasadjusted","LowSigmaR","L2","N200","F1","L2_N200",0
"325","short_slow","R_biasadjusted","LowSigmaR","L2","N200","F2","L2_N200",0
"326","short_slow","R_biasadjusted","LowSigmaR","L2","N50","F1","L2_N50",6
"327","short_slow","R_biasadjusted","LowSigmaR","L20","N200","F1","L20_N200",0
"328","short_slow","R_biasadjusted","LowSigmaR","L20","N200","F2","L20_N200",0
"329","short_slow","R_biasadjusted","LowSigmaR","L20","N50","F1","L20_N50",0
"330","short_slow","R_biasadjusted","LowSigmaR","L20","Ndecline","F1","L20_Ndecline",0
"331","short_slow","R_biasadjusted","LowSigmaR","L5","N200","F1","L5_N200",1
"332","short_slow","R_biasadjusted","LowSigmaR","L5","N200","F2","L5_N200",0
