#V3.30
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version: 
#C file write time: 2020-04-24 17:31:52
#
1 #_styr
100 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
1 #_Ngenders
30 #_Nages
1 #_N_areas
2 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
1	-1	1	1	0	Fishery	#_1
3	 1	1	2	0	Survey 	#_2
#_Catch data
#_year	season	fleet	catch	catch_se
 -999	1	1	   0.0000	0.0	#_1         
    1	1	1	  83.9067	0.1	#_2         
    2	1	1	  97.3541	0.1	#_3         
    3	1	1	 112.9430	0.1	#_4         
    4	1	1	 130.8560	0.1	#_5         
    5	1	1	 149.5060	0.1	#_6         
    6	1	1	 168.0050	0.1	#_7         
    7	1	1	 186.9630	0.1	#_8         
    8	1	1	 206.7060	0.1	#_9         
    9	1	1	 226.4710	0.1	#_10        
   10	1	1	 244.7470	0.1	#_11        
   11	1	1	 259.7080	0.1	#_12        
   12	1	1	 270.0460	0.1	#_13        
   13	1	1	 275.5870	0.1	#_14        
   14	1	1	 277.1120	0.1	#_15        
   15	1	1	 276.6350	0.1	#_16        
   16	1	1	 280.5100	0.1	#_17        
   17	1	1	 297.7700	0.1	#_18        
   18	1	1	 327.6540	0.1	#_19        
   19	1	1	 357.7030	0.1	#_20        
   20	1	1	 377.9550	0.1	#_21        
   21	1	1	 388.8040	0.1	#_22        
   22	1	1	 395.5550	0.1	#_23        
   23	1	1	 401.1940	0.1	#_24        
   24	1	1	 405.6860	0.1	#_25        
   25	1	1	 408.9880	0.1	#_26        
   26	1	1	 400.7440	0.1	#_27        
   27	1	1	 930.8520	0.1	#_28        
   28	1	1	1463.4800	0.1	#_29        
   29	1	1	1999.4200	0.1	#_30        
   30	1	1	2508.0200	0.1	#_31        
   31	1	1	2945.4800	0.1	#_32        
   32	1	1	3290.9400	0.1	#_33        
   33	1	1	3546.5900	0.1	#_34        
   34	1	1	3715.5000	0.1	#_35        
   35	1	1	3787.3200	0.1	#_36        
   36	1	1	3749.4000	0.1	#_37        
   37	1	1	3607.9000	0.1	#_38        
   38	1	1	3408.5800	0.1	#_39        
   39	1	1	3236.6700	0.1	#_40        
   40	1	1	3156.0900	0.1	#_41        
   41	1	1	3196.3800	0.1	#_42        
   42	1	1	3445.0400	0.1	#_43        
   43	1	1	3931.1000	0.1	#_44        
   44	1	1	4387.8900	0.1	#_45        
   45	1	1	4536.5900	0.1	#_46        
   46	1	1	4417.4300	0.1	#_47        
   47	1	1	4164.5400	0.1	#_48        
   48	1	1	3874.1600	0.1	#_49        
   49	1	1	3652.1100	0.1	#_50        
   50	1	1	3471.9500	0.1	#_51        
   51	1	1	3233.8800	0.1	#_52        
   52	1	1	2961.6400	0.1	#_53        
   53	1	1	2731.8200	0.1	#_54        
   54	1	1	2572.5100	0.1	#_55        
   55	1	1	2473.2500	0.1	#_56        
   56	1	1	2338.3000	0.1	#_57        
   57	1	1	2246.4500	0.1	#_58        
   58	1	1	2179.2800	0.1	#_59        
   59	1	1	2157.9300	0.1	#_60        
   60	1	1	2213.5100	0.1	#_61        
   61	1	1	2278.2500	0.1	#_62        
   62	1	1	2223.8100	0.1	#_63        
   63	1	1	2212.5600	0.1	#_64        
   64	1	1	2264.9200	0.1	#_65        
   65	1	1	2289.9400	0.1	#_66        
   66	1	1	2222.5600	0.1	#_67        
   67	1	1	2117.6500	0.1	#_68        
   68	1	1	2083.4100	0.1	#_69        
   69	1	1	2204.8300	0.1	#_70        
   70	1	1	2526.2700	0.1	#_71        
   71	1	1	2887.2500	0.1	#_72        
   72	1	1	3013.7500	0.1	#_73        
   73	1	1	2835.7200	0.1	#_74        
   74	1	1	2502.1100	0.1	#_75        
   75	1	1	2172.1700	0.1	#_76        
   76	1	1	1899.2700	0.1	#_77        
   77	1	1	1666.6700	0.1	#_78        
   78	1	1	1457.9200	0.1	#_79        
   79	1	1	1271.8700	0.1	#_80        
   80	1	1	1100.9000	0.1	#_81        
   81	1	1	1066.7200	0.1	#_82        
   82	1	1	1050.0400	0.1	#_83        
   83	1	1	1080.1700	0.1	#_84        
   84	1	1	1146.6000	0.1	#_85        
   85	1	1	1214.3600	0.1	#_86        
   86	1	1	1256.9100	0.1	#_87        
   87	1	1	1280.3700	0.1	#_88        
   88	1	1	1312.8300	0.1	#_89        
   89	1	1	1362.5900	0.1	#_90        
   90	1	1	1407.2700	0.1	#_91        
   91	1	1	1418.8700	0.1	#_92        
   92	1	1	1388.7000	0.1	#_93        
   93	1	1	1334.5000	0.1	#_94        
   94	1	1	1281.4800	0.1	#_95        
   95	1	1	1237.2800	0.1	#_96        
   96	1	1	1209.2200	0.1	#_97        
   97	1	1	1245.4100	0.1	#_98        
   98	1	1	1386.5000	0.1	#_99        
   99	1	1	1572.9000	0.1	#_100       
  100	1	1	1710.8400	0.1	#_101       
-9999	0	0	   0.0000	0.0	#_terminator
#_CPUE_and_surveyabundance_observations
#_Units:  0=numbers; 1=biomass; 2=F; >=30 for special types
#_Errtype:  -1=normal; 0=lognormal; >0=T
#_SD_Report: 0=no sdreport; 1=enable sdreport
#_Fleet	Units	Errtype	SD_Report
1	1	0	0	#_Fishery
2	1	0	0	#_Survey 
#
#_CPUE_data
#_year	seas	index	obs	se_log
    1	7	1	49292.93	0.1	#_1         
    2	7	1	47634.74	0.1	#_2         
    3	7	1	51277.78	0.1	#_3         
    4	7	1	49379.18	0.1	#_4         
    5	7	1	69407.19	0.1	#_5         
    6	7	1	51035.04	0.1	#_6         
    7	7	1	61678.29	0.1	#_7         
    8	7	1	49632.03	0.1	#_8         
    9	7	1	74948.78	0.1	#_9         
   10	7	1	59025.22	0.1	#_10        
   11	7	1	63917.58	0.1	#_11        
   12	7	1	60199.68	0.1	#_12        
   13	7	1	62456.95	0.1	#_13        
   14	7	1	56074.46	0.1	#_14        
   15	7	1	51586.73	0.1	#_15        
   16	7	1	54871.92	0.1	#_16        
   17	7	1	42149.78	0.1	#_17        
   18	7	1	41629.46	0.1	#_18        
   19	7	1	54588.28	0.1	#_19        
   20	7	1	60316.08	0.1	#_20        
   21	7	1	52566.68	0.1	#_21        
   22	7	1	54854.24	0.1	#_22        
   23	7	1	54881.86	0.1	#_23        
   24	7	1	59709.50	0.1	#_24        
   25	7	1	52952.92	0.1	#_25        
   26	7	1	58808.89	0.1	#_26        
   27	7	1	49246.41	0.1	#_27        
   28	7	1	53934.41	0.1	#_28        
   29	7	1	52412.87	0.1	#_29        
   30	7	1	52105.57	0.1	#_30        
   31	7	1	43433.01	0.1	#_31        
   32	7	1	41614.37	0.1	#_32        
   33	7	1	41054.60	0.1	#_33        
   34	7	1	45819.35	0.1	#_34        
   35	7	1	34452.04	0.1	#_35        
   36	7	1	33796.29	0.1	#_36        
   37	7	1	30570.44	0.1	#_37        
   38	7	1	27874.80	0.1	#_38        
   39	7	1	23293.87	0.1	#_39        
   40	7	1	20549.46	0.1	#_40        
   41	7	1	18285.01	0.1	#_41        
   42	7	1	20494.41	0.1	#_42        
   43	7	1	22858.77	0.1	#_43        
   44	7	1	20536.17	0.1	#_44        
   45	7	1	22026.76	0.1	#_45        
   46	7	1	18070.36	0.1	#_46        
   47	7	1	17178.87	0.1	#_47        
   48	7	1	16899.18	0.1	#_48        
   49	7	1	15461.03	0.1	#_49        
   50	7	1	12956.01	0.1	#_50        
   51	7	1	13061.60	0.1	#_51        
   52	7	1	 9720.44	0.1	#_52        
   53	7	1	 9138.80	0.1	#_53        
   54	7	1	 7641.67	0.1	#_54        
   55	7	1	 9013.39	0.1	#_55        
   56	7	1	 7937.95	0.1	#_56        
   57	7	1	 6843.57	0.1	#_57        
   58	7	1	 6608.30	0.1	#_58        
   59	7	1	 7859.25	0.1	#_59        
   60	7	1	 7205.06	0.1	#_60        
   61	7	1	 7080.91	0.1	#_61        
   62	7	1	 7429.72	0.1	#_62        
   63	7	1	 7305.90	0.1	#_63        
   64	7	1	 8086.65	0.1	#_64        
   65	7	1	 8571.02	0.1	#_65        
   66	7	1	 9096.17	0.1	#_66        
   67	7	1	 7160.21	0.1	#_67        
   68	7	1	 8909.45	0.1	#_68        
   69	7	1	10842.16	0.1	#_69        
   70	7	1	11008.79	0.1	#_70        
   71	7	1	13775.70	0.1	#_71        
   72	7	1	16188.52	0.1	#_72        
   73	7	1	15492.03	0.1	#_73        
